"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","exclude"
356506405,5,5,"Flowers-Insects IAT","congruent","ratings first","female",24,15,"Only black faces",FALSE,FALSE
356506405,6,3,"Flowers-Insects IAT","congruent","ratings first","female",24,15,"Only black faces",FALSE,FALSE
863811247,1,6,"Flowers-Insects IAT","congruent","SCIAT first","female",61,13,"Only black faces",FALSE,FALSE
863811247,2,6,"Flowers-Insects IAT","congruent","SCIAT first","female",61,13,"Only black faces",FALSE,FALSE
863811247,3,6,"Flowers-Insects IAT","congruent","SCIAT first","female",61,13,"Only black faces",FALSE,FALSE
863811247,4,6,"Flowers-Insects IAT","congruent","SCIAT first","female",61,13,"Only black faces",FALSE,FALSE
863811247,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",61,13,"Only black faces",FALSE,FALSE
863811247,6,6,"Flowers-Insects IAT","congruent","SCIAT first","female",61,13,"Only black faces",FALSE,FALSE
975448919,1,4,"Flowers-Insects IAT","congruent","SCIAT first","male",29,14,"Only black faces",FALSE,FALSE
975448919,2,5,"Flowers-Insects IAT","congruent","SCIAT first","male",29,14,"Only black faces",FALSE,FALSE
975448919,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",29,14,"Only black faces",FALSE,FALSE
975448919,4,5,"Flowers-Insects IAT","congruent","SCIAT first","male",29,14,"Only black faces",FALSE,FALSE
975448919,5,3,"Flowers-Insects IAT","congruent","SCIAT first","male",29,14,"Only black faces",FALSE,FALSE
975448919,6,4,"Flowers-Insects IAT","congruent","SCIAT first","male",29,14,"Only black faces",FALSE,FALSE
992132586,1,5,"Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,2,5,"Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,3,5,"Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,4,6,"Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,5,5,"Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,6,5,"Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
270390590,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,2,3,"Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,4,5,"Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
242161283,1,5,"Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,2,5,"Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,3,5,"Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,4,5,"Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,5,5,"Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,6,5,"Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
225589697,1,6,"Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,2,5,"Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,3,3,"Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,4,4,"Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,5,3,"Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,6,5,"Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
676606712,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,"I don't know",FALSE,FALSE
676606712,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,"I don't know",FALSE,FALSE
676606712,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,"I don't know",FALSE,FALSE
676606712,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,"I don't know",FALSE,FALSE
676606712,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,"I don't know",FALSE,FALSE
676606712,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,15,"I don't know",FALSE,FALSE
193965097,1,5,"Race IAT","congruent","ratings first","female",50,14,"Only black faces",FALSE,FALSE
193965097,2,5,"Race IAT","congruent","ratings first","female",50,14,"Only black faces",FALSE,FALSE
193965097,3,5,"Race IAT","congruent","ratings first","female",50,14,"Only black faces",FALSE,FALSE
193965097,4,5,"Race IAT","congruent","ratings first","female",50,14,"Only black faces",FALSE,FALSE
193965097,5,5,"Race IAT","congruent","ratings first","female",50,14,"Only black faces",FALSE,FALSE
193965097,6,5,"Race IAT","congruent","ratings first","female",50,14,"Only black faces",FALSE,FALSE
295215975,1,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,23,"Both white and black faces",FALSE,FALSE
295215975,2,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,23,"Both white and black faces",FALSE,FALSE
295215975,3,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,23,"Both white and black faces",FALSE,FALSE
295215975,4,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,23,"Both white and black faces",FALSE,FALSE
295215975,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,23,"Both white and black faces",FALSE,FALSE
295215975,6,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,23,"Both white and black faces",FALSE,FALSE
728008339,1,3,"Race IAT","congruent","SCIAT first","male",35,13,"Only black faces",FALSE,FALSE
728008339,2,6,"Race IAT","congruent","SCIAT first","male",35,13,"Only black faces",FALSE,FALSE
728008339,3,5,"Race IAT","congruent","SCIAT first","male",35,13,"Only black faces",FALSE,FALSE
728008339,4,5,"Race IAT","congruent","SCIAT first","male",35,13,"Only black faces",FALSE,FALSE
728008339,5,5,"Race IAT","congruent","SCIAT first","male",35,13,"Only black faces",FALSE,FALSE
728008339,6,5,"Race IAT","congruent","SCIAT first","male",35,13,"Only black faces",FALSE,FALSE
757161678,1,3,"Flowers-Insects IAT","incongruent","ratings first","male",42,13,"Only black faces",FALSE,FALSE
757161678,2,6,"Flowers-Insects IAT","incongruent","ratings first","male",42,13,"Only black faces",FALSE,FALSE
757161678,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",42,13,"Only black faces",FALSE,FALSE
757161678,4,6,"Flowers-Insects IAT","incongruent","ratings first","male",42,13,"Only black faces",FALSE,FALSE
757161678,5,5,"Flowers-Insects IAT","incongruent","ratings first","male",42,13,"Only black faces",FALSE,FALSE
757161678,6,6,"Flowers-Insects IAT","incongruent","ratings first","male",42,13,"Only black faces",FALSE,FALSE
549478871,1,2,"Flowers-Insects IAT","congruent","SCIAT first","male",47,31,"Only black faces",FALSE,FALSE
549478871,2,2,"Flowers-Insects IAT","congruent","SCIAT first","male",47,31,"Only black faces",FALSE,FALSE
549478871,3,2,"Flowers-Insects IAT","congruent","SCIAT first","male",47,31,"Only black faces",FALSE,FALSE
549478871,4,2,"Flowers-Insects IAT","congruent","SCIAT first","male",47,31,"Only black faces",FALSE,FALSE
549478871,5,2,"Flowers-Insects IAT","congruent","SCIAT first","male",47,31,"Only black faces",FALSE,FALSE
549478871,6,2,"Flowers-Insects IAT","congruent","SCIAT first","male",47,31,"Only black faces",FALSE,FALSE
177873328,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",52,19,"Only black faces",FALSE,FALSE
177873328,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",52,19,"Only black faces",FALSE,FALSE
177873328,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",52,19,"Only black faces",FALSE,FALSE
177873328,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",52,19,"Only black faces",FALSE,FALSE
177873328,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",52,19,"Only black faces",FALSE,FALSE
177873328,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",52,19,"Only black faces",FALSE,FALSE
494187998,1,3,"Flowers-Insects IAT","incongruent","ratings first","female",22,25,"Only black faces",FALSE,FALSE
494187998,2,3,"Flowers-Insects IAT","incongruent","ratings first","female",22,25,"Only black faces",FALSE,FALSE
494187998,3,5,"Flowers-Insects IAT","incongruent","ratings first","female",22,25,"Only black faces",FALSE,FALSE
494187998,4,3,"Flowers-Insects IAT","incongruent","ratings first","female",22,25,"Only black faces",FALSE,FALSE
494187998,5,3,"Flowers-Insects IAT","incongruent","ratings first","female",22,25,"Only black faces",FALSE,FALSE
494187998,6,3,"Flowers-Insects IAT","incongruent","ratings first","female",22,25,"Only black faces",FALSE,FALSE
265294892,1,5,"Race IAT","incongruent","SCIAT first","female",21,10,"Only black faces",FALSE,FALSE
265294892,2,5,"Race IAT","incongruent","SCIAT first","female",21,10,"Only black faces",FALSE,FALSE
265294892,3,5,"Race IAT","incongruent","SCIAT first","female",21,10,"Only black faces",FALSE,FALSE
265294892,4,7,"Race IAT","incongruent","SCIAT first","female",21,10,"Only black faces",FALSE,FALSE
265294892,5,6,"Race IAT","incongruent","SCIAT first","female",21,10,"Only black faces",FALSE,FALSE
265294892,6,5,"Race IAT","incongruent","SCIAT first","female",21,10,"Only black faces",FALSE,FALSE
592488477,1,4,"Flowers-Insects IAT","congruent","ratings first","female",26,17,"Only black faces",FALSE,FALSE
592488477,2,4,"Flowers-Insects IAT","congruent","ratings first","female",26,17,"Only black faces",FALSE,FALSE
592488477,3,5,"Flowers-Insects IAT","congruent","ratings first","female",26,17,"Only black faces",FALSE,FALSE
592488477,4,4,"Flowers-Insects IAT","congruent","ratings first","female",26,17,"Only black faces",FALSE,FALSE
592488477,5,4,"Flowers-Insects IAT","congruent","ratings first","female",26,17,"Only black faces",FALSE,FALSE
592488477,6,4,"Flowers-Insects IAT","congruent","ratings first","female",26,17,"Only black faces",FALSE,FALSE
489831608,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,19,"Only black faces",FALSE,FALSE
489831608,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,19,"Only black faces",FALSE,FALSE
489831608,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,19,"Only black faces",FALSE,FALSE
489831608,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,19,"Only black faces",FALSE,FALSE
489831608,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,19,"Only black faces",FALSE,FALSE
489831608,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,19,"Only black faces",FALSE,FALSE
473496045,1,4,"Flowers-Insects IAT","congruent","ratings first","female",42,18,"Only black faces",FALSE,FALSE
473496045,2,4,"Flowers-Insects IAT","congruent","ratings first","female",42,18,"Only black faces",FALSE,FALSE
473496045,3,4,"Flowers-Insects IAT","congruent","ratings first","female",42,18,"Only black faces",FALSE,FALSE
473496045,4,4,"Flowers-Insects IAT","congruent","ratings first","female",42,18,"Only black faces",FALSE,FALSE
473496045,5,4,"Flowers-Insects IAT","congruent","ratings first","female",42,18,"Only black faces",FALSE,FALSE
473496045,6,4,"Flowers-Insects IAT","congruent","ratings first","female",42,18,"Only black faces",FALSE,FALSE
124394901,1,4,"Flowers-Insects IAT","congruent","ratings first","male",20,27,"I don't know",FALSE,FALSE
124394901,2,4,"Flowers-Insects IAT","congruent","ratings first","male",20,27,"I don't know",FALSE,FALSE
124394901,3,4,"Flowers-Insects IAT","congruent","ratings first","male",20,27,"I don't know",FALSE,FALSE
124394901,4,4,"Flowers-Insects IAT","congruent","ratings first","male",20,27,"I don't know",FALSE,FALSE
124394901,5,4,"Flowers-Insects IAT","congruent","ratings first","male",20,27,"I don't know",FALSE,FALSE
124394901,6,4,"Flowers-Insects IAT","congruent","ratings first","male",20,27,"I don't know",FALSE,FALSE
47494535,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",51,19,"Only black faces",FALSE,FALSE
47494535,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",51,19,"Only black faces",FALSE,FALSE
47494535,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",51,19,"Only black faces",FALSE,FALSE
47494535,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",51,19,"Only black faces",FALSE,FALSE
47494535,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",51,19,"Only black faces",FALSE,FALSE
47494535,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",51,19,"Only black faces",FALSE,FALSE
437174994,1,5,"Race IAT","incongruent","ratings first","male",54,22,"Only black faces",FALSE,FALSE
437174994,2,5,"Race IAT","incongruent","ratings first","male",54,22,"Only black faces",FALSE,FALSE
437174994,3,5,"Race IAT","incongruent","ratings first","male",54,22,"Only black faces",FALSE,FALSE
437174994,4,5,"Race IAT","incongruent","ratings first","male",54,22,"Only black faces",FALSE,FALSE
437174994,5,4,"Race IAT","incongruent","ratings first","male",54,22,"Only black faces",FALSE,FALSE
437174994,6,5,"Race IAT","incongruent","ratings first","male",54,22,"Only black faces",FALSE,FALSE
304170822,1,3,"Flowers-Insects IAT","incongruent","ratings first","male",27,15,"Only black faces",FALSE,FALSE
304170822,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",27,15,"Only black faces",FALSE,FALSE
304170822,3,5,"Flowers-Insects IAT","incongruent","ratings first","male",27,15,"Only black faces",FALSE,FALSE
304170822,4,5,"Flowers-Insects IAT","incongruent","ratings first","male",27,15,"Only black faces",FALSE,FALSE
304170822,5,5,"Flowers-Insects IAT","incongruent","ratings first","male",27,15,"Only black faces",FALSE,FALSE
304170822,6,5,"Flowers-Insects IAT","incongruent","ratings first","male",27,15,"Only black faces",FALSE,FALSE
956708556,1,5,"Race IAT","incongruent","SCIAT first","female",36,17,"Both white and black faces",FALSE,FALSE
956708556,2,4,"Race IAT","incongruent","SCIAT first","female",36,17,"Both white and black faces",FALSE,FALSE
956708556,3,4,"Race IAT","incongruent","SCIAT first","female",36,17,"Both white and black faces",FALSE,FALSE
956708556,4,3,"Race IAT","incongruent","SCIAT first","female",36,17,"Both white and black faces",FALSE,FALSE
956708556,5,5,"Race IAT","incongruent","SCIAT first","female",36,17,"Both white and black faces",FALSE,FALSE
956708556,6,6,"Race IAT","incongruent","SCIAT first","female",36,17,"Both white and black faces",FALSE,FALSE
902210692,1,5,"Race IAT","incongruent","SCIAT first","female",26,14,"Only black faces",FALSE,FALSE
902210692,2,4,"Race IAT","incongruent","SCIAT first","female",26,14,"Only black faces",FALSE,FALSE
902210692,3,5,"Race IAT","incongruent","SCIAT first","female",26,14,"Only black faces",FALSE,FALSE
902210692,4,5,"Race IAT","incongruent","SCIAT first","female",26,14,"Only black faces",FALSE,FALSE
902210692,5,5,"Race IAT","incongruent","SCIAT first","female",26,14,"Only black faces",FALSE,FALSE
902210692,6,5,"Race IAT","incongruent","SCIAT first","female",26,14,"Only black faces",FALSE,FALSE
301062341,1,4,"Flowers-Insects IAT","congruent","ratings first","female",39,15,"Only black faces",FALSE,FALSE
301062341,2,4,"Flowers-Insects IAT","congruent","ratings first","female",39,15,"Only black faces",FALSE,FALSE
301062341,3,4,"Flowers-Insects IAT","congruent","ratings first","female",39,15,"Only black faces",FALSE,FALSE
301062341,4,4,"Flowers-Insects IAT","congruent","ratings first","female",39,15,"Only black faces",FALSE,FALSE
301062341,5,5,"Flowers-Insects IAT","congruent","ratings first","female",39,15,"Only black faces",FALSE,FALSE
301062341,6,5,"Flowers-Insects IAT","congruent","ratings first","female",39,15,"Only black faces",FALSE,FALSE
849747613,1,4,"Flowers-Insects IAT","congruent","ratings first","female",30,15,"Both white and black faces",FALSE,FALSE
849747613,2,3,"Flowers-Insects IAT","congruent","ratings first","female",30,15,"Both white and black faces",FALSE,FALSE
849747613,3,5,"Flowers-Insects IAT","congruent","ratings first","female",30,15,"Both white and black faces",FALSE,FALSE
849747613,4,4,"Flowers-Insects IAT","congruent","ratings first","female",30,15,"Both white and black faces",FALSE,FALSE
849747613,5,4,"Flowers-Insects IAT","congruent","ratings first","female",30,15,"Both white and black faces",FALSE,FALSE
849747613,6,4,"Flowers-Insects IAT","congruent","ratings first","female",30,15,"Both white and black faces",FALSE,FALSE
112388191,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",61,18,"Only black faces",FALSE,FALSE
112388191,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",61,18,"Only black faces",FALSE,FALSE
112388191,3,5,"Flowers-Insects IAT","congruent","SCIAT first","female",61,18,"Only black faces",FALSE,FALSE
112388191,4,5,"Flowers-Insects IAT","congruent","SCIAT first","female",61,18,"Only black faces",FALSE,FALSE
112388191,5,5,"Flowers-Insects IAT","congruent","SCIAT first","female",61,18,"Only black faces",FALSE,FALSE
112388191,6,5,"Flowers-Insects IAT","congruent","SCIAT first","female",61,18,"Only black faces",FALSE,FALSE
826236667,1,3,"Race IAT","congruent","SCIAT first","female",28,24,"Only black faces",FALSE,FALSE
826236667,2,5,"Race IAT","congruent","SCIAT first","female",28,24,"Only black faces",FALSE,FALSE
826236667,3,2,"Race IAT","congruent","SCIAT first","female",28,24,"Only black faces",FALSE,FALSE
826236667,4,4,"Race IAT","congruent","SCIAT first","female",28,24,"Only black faces",FALSE,FALSE
826236667,5,5,"Race IAT","congruent","SCIAT first","female",28,24,"Only black faces",FALSE,FALSE
826236667,6,3,"Race IAT","congruent","SCIAT first","female",28,24,"Only black faces",FALSE,FALSE
589588938,1,7,"Race IAT","incongruent","ratings first","female",22,17,"Only black faces",FALSE,FALSE
589588938,2,7,"Race IAT","incongruent","ratings first","female",22,17,"Only black faces",FALSE,FALSE
589588938,3,7,"Race IAT","incongruent","ratings first","female",22,17,"Only black faces",FALSE,FALSE
589588938,4,7,"Race IAT","incongruent","ratings first","female",22,17,"Only black faces",FALSE,FALSE
589588938,5,7,"Race IAT","incongruent","ratings first","female",22,17,"Only black faces",FALSE,FALSE
589588938,6,7,"Race IAT","incongruent","ratings first","female",22,17,"Only black faces",FALSE,FALSE
531963939,1,6,"Race IAT","congruent","SCIAT first","female",21,15,"Both white and black faces",FALSE,FALSE
531963939,2,7,"Race IAT","congruent","SCIAT first","female",21,15,"Both white and black faces",FALSE,FALSE
531963939,3,6,"Race IAT","congruent","SCIAT first","female",21,15,"Both white and black faces",FALSE,FALSE
531963939,4,7,"Race IAT","congruent","SCIAT first","female",21,15,"Both white and black faces",FALSE,FALSE
531963939,5,6,"Race IAT","congruent","SCIAT first","female",21,15,"Both white and black faces",FALSE,FALSE
531963939,6,7,"Race IAT","congruent","SCIAT first","female",21,15,"Both white and black faces",FALSE,FALSE
616623005,1,4,"Flowers-Insects IAT","congruent","ratings first","female",24,19,"Only black faces",FALSE,FALSE
616623005,2,4,"Flowers-Insects IAT","congruent","ratings first","female",24,19,"Only black faces",FALSE,FALSE
616623005,3,4,"Flowers-Insects IAT","congruent","ratings first","female",24,19,"Only black faces",FALSE,FALSE
616623005,4,4,"Flowers-Insects IAT","congruent","ratings first","female",24,19,"Only black faces",FALSE,FALSE
616623005,5,4,"Flowers-Insects IAT","congruent","ratings first","female",24,19,"Only black faces",FALSE,FALSE
616623005,6,4,"Flowers-Insects IAT","congruent","ratings first","female",24,19,"Only black faces",FALSE,FALSE
508358502,1,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,25,"Only black faces",FALSE,FALSE
508358502,2,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,25,"Only black faces",FALSE,FALSE
508358502,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,25,"Only black faces",FALSE,FALSE
508358502,4,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,25,"Only black faces",FALSE,FALSE
508358502,5,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,25,"Only black faces",FALSE,FALSE
508358502,6,2,"Flowers-Insects IAT","incongruent","ratings first","male",18,25,"Only black faces",FALSE,FALSE
388399433,1,6,"Race IAT","congruent","ratings first","female",44,21,"Only black faces",FALSE,FALSE
388399433,2,6,"Race IAT","congruent","ratings first","female",44,21,"Only black faces",FALSE,FALSE
388399433,3,5,"Race IAT","congruent","ratings first","female",44,21,"Only black faces",FALSE,FALSE
388399433,4,6,"Race IAT","congruent","ratings first","female",44,21,"Only black faces",FALSE,FALSE
388399433,5,6,"Race IAT","congruent","ratings first","female",44,21,"Only black faces",FALSE,FALSE
388399433,6,5,"Race IAT","congruent","ratings first","female",44,21,"Only black faces",FALSE,FALSE
773667785,1,6,"Race IAT","congruent","ratings first","male",32,14,"Both white and black faces",FALSE,FALSE
773667785,2,6,"Race IAT","congruent","ratings first","male",32,14,"Both white and black faces",FALSE,FALSE
773667785,3,6,"Race IAT","congruent","ratings first","male",32,14,"Both white and black faces",FALSE,FALSE
773667785,4,6,"Race IAT","congruent","ratings first","male",32,14,"Both white and black faces",FALSE,FALSE
773667785,5,6,"Race IAT","congruent","ratings first","male",32,14,"Both white and black faces",FALSE,FALSE
773667785,6,6,"Race IAT","congruent","ratings first","male",32,14,"Both white and black faces",FALSE,FALSE
35155488,1,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,12,"Only black faces",FALSE,FALSE
35155488,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,12,"Only black faces",FALSE,FALSE
35155488,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,12,"Only black faces",FALSE,FALSE
35155488,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,12,"Only black faces",FALSE,FALSE
35155488,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,12,"Only black faces",FALSE,FALSE
35155488,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",52,12,"Only black faces",FALSE,FALSE
233138542,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,16,"Only black faces",FALSE,FALSE
233138542,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,16,"Only black faces",FALSE,FALSE
233138542,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",18,16,"Only black faces",FALSE,FALSE
233138542,4,5,"Flowers-Insects IAT","incongruent","ratings first","male",18,16,"Only black faces",FALSE,FALSE
233138542,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,16,"Only black faces",FALSE,FALSE
233138542,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",18,16,"Only black faces",FALSE,FALSE
364027369,1,5,"Race IAT","congruent","ratings first","female",44,14,"Only black faces",FALSE,FALSE
364027369,2,4,"Race IAT","congruent","ratings first","female",44,14,"Only black faces",FALSE,FALSE
364027369,3,6,"Race IAT","congruent","ratings first","female",44,14,"Only black faces",FALSE,FALSE
364027369,4,4,"Race IAT","congruent","ratings first","female",44,14,"Only black faces",FALSE,FALSE
364027369,5,6,"Race IAT","congruent","ratings first","female",44,14,"Only black faces",FALSE,FALSE
364027369,6,6,"Race IAT","congruent","ratings first","female",44,14,"Only black faces",FALSE,FALSE
976684141,1,4,"Flowers-Insects IAT","congruent","ratings first","male",38,13,"Only black faces",FALSE,FALSE
976684141,2,4,"Flowers-Insects IAT","congruent","ratings first","male",38,13,"Only black faces",FALSE,FALSE
976684141,3,4,"Flowers-Insects IAT","congruent","ratings first","male",38,13,"Only black faces",FALSE,FALSE
976684141,4,5,"Flowers-Insects IAT","congruent","ratings first","male",38,13,"Only black faces",FALSE,FALSE
976684141,5,4,"Flowers-Insects IAT","congruent","ratings first","male",38,13,"Only black faces",FALSE,FALSE
976684141,6,4,"Flowers-Insects IAT","congruent","ratings first","male",38,13,"Only black faces",FALSE,FALSE
722910150,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",26,14,"Only black faces",FALSE,FALSE
722910150,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",26,14,"Only black faces",FALSE,FALSE
722910150,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",26,14,"Only black faces",FALSE,FALSE
722910150,4,5,"Flowers-Insects IAT","incongruent","ratings first","female",26,14,"Only black faces",FALSE,FALSE
722910150,5,5,"Flowers-Insects IAT","incongruent","ratings first","female",26,14,"Only black faces",FALSE,FALSE
722910150,6,5,"Flowers-Insects IAT","incongruent","ratings first","female",26,14,"Only black faces",FALSE,FALSE
910709565,1,2,"Flowers-Insects IAT","congruent","ratings first","male",40,33,"Only black faces",FALSE,FALSE
910709565,2,2,"Flowers-Insects IAT","congruent","ratings first","male",40,33,"Only black faces",FALSE,FALSE
910709565,3,2,"Flowers-Insects IAT","congruent","ratings first","male",40,33,"Only black faces",FALSE,FALSE
910709565,4,2,"Flowers-Insects IAT","congruent","ratings first","male",40,33,"Only black faces",FALSE,FALSE
910709565,5,2,"Flowers-Insects IAT","congruent","ratings first","male",40,33,"Only black faces",FALSE,FALSE
910709565,6,1,"Flowers-Insects IAT","congruent","ratings first","male",40,33,"Only black faces",FALSE,FALSE
119258866,1,5,"Race IAT","incongruent","ratings first","male",46,19,"Only black faces",FALSE,FALSE
119258866,2,5,"Race IAT","incongruent","ratings first","male",46,19,"Only black faces",FALSE,FALSE
119258866,3,5,"Race IAT","incongruent","ratings first","male",46,19,"Only black faces",FALSE,FALSE
119258866,4,5,"Race IAT","incongruent","ratings first","male",46,19,"Only black faces",FALSE,FALSE
119258866,5,4,"Race IAT","incongruent","ratings first","male",46,19,"Only black faces",FALSE,FALSE
119258866,6,5,"Race IAT","incongruent","ratings first","male",46,19,"Only black faces",FALSE,FALSE
623699005,1,6,"Flowers-Insects IAT","congruent","ratings first","female",24,17,"Only black faces",FALSE,FALSE
623699005,2,4,"Flowers-Insects IAT","congruent","ratings first","female",24,17,"Only black faces",FALSE,FALSE
623699005,3,7,"Flowers-Insects IAT","congruent","ratings first","female",24,17,"Only black faces",FALSE,FALSE
623699005,4,5,"Flowers-Insects IAT","congruent","ratings first","female",24,17,"Only black faces",FALSE,FALSE
623699005,5,7,"Flowers-Insects IAT","congruent","ratings first","female",24,17,"Only black faces",FALSE,FALSE
623699005,6,5,"Flowers-Insects IAT","congruent","ratings first","female",24,17,"Only black faces",FALSE,FALSE
445551724,1,4,"Race IAT","incongruent","SCIAT first","male",41,13,"Only black faces",FALSE,FALSE
445551724,2,4,"Race IAT","incongruent","SCIAT first","male",41,13,"Only black faces",FALSE,FALSE
445551724,3,4,"Race IAT","incongruent","SCIAT first","male",41,13,"Only black faces",FALSE,FALSE
445551724,4,4,"Race IAT","incongruent","SCIAT first","male",41,13,"Only black faces",FALSE,FALSE
445551724,5,4,"Race IAT","incongruent","SCIAT first","male",41,13,"Only black faces",FALSE,FALSE
445551724,6,4,"Race IAT","incongruent","SCIAT first","male",41,13,"Only black faces",FALSE,FALSE
184209640,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,15,"Only black faces",FALSE,FALSE
184209640,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,15,"Only black faces",FALSE,FALSE
184209640,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,15,"Only black faces",FALSE,FALSE
184209640,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,15,"Only black faces",FALSE,FALSE
184209640,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,15,"Only black faces",FALSE,FALSE
184209640,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",31,15,"Only black faces",FALSE,FALSE
