"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","exclude"
284817422,4,5,"Flowers-Insects IAT","incongruent","ratings first","female",22,12,"Both white and black faces",FALSE,FALSE
284817422,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",22,12,"Both white and black faces",FALSE,FALSE
284817422,6,5,"Flowers-Insects IAT","incongruent","ratings first","female",22,12,"Both white and black faces",FALSE,FALSE
213541838,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",58,17,"Only black faces",FALSE,FALSE
213541838,2,3,"Flowers-Insects IAT","incongruent","ratings first","female",58,17,"Only black faces",FALSE,FALSE
213541838,3,3,"Flowers-Insects IAT","incongruent","ratings first","female",58,17,"Only black faces",FALSE,FALSE
213541838,4,5,"Flowers-Insects IAT","incongruent","ratings first","female",58,17,"Only black faces",FALSE,FALSE
213541838,5,5,"Flowers-Insects IAT","incongruent","ratings first","female",58,17,"Only black faces",FALSE,FALSE
213541838,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",58,17,"Only black faces",FALSE,FALSE
278872382,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",40,13,"Only black faces",FALSE,FALSE
278872382,2,3,"Flowers-Insects IAT","incongruent","ratings first","female",40,13,"Only black faces",FALSE,FALSE
278872382,3,5,"Flowers-Insects IAT","incongruent","ratings first","female",40,13,"Only black faces",FALSE,FALSE
278872382,4,5,"Flowers-Insects IAT","incongruent","ratings first","female",40,13,"Only black faces",FALSE,FALSE
278872382,5,5,"Flowers-Insects IAT","incongruent","ratings first","female",40,13,"Only black faces",FALSE,FALSE
278872382,6,5,"Flowers-Insects IAT","incongruent","ratings first","female",40,13,"Only black faces",FALSE,FALSE
650179091,1,4,"Race IAT","congruent","SCIAT first","female",21,15,"Only black faces",FALSE,FALSE
650179091,2,4,"Race IAT","congruent","SCIAT first","female",21,15,"Only black faces",FALSE,FALSE
650179091,3,4,"Race IAT","congruent","SCIAT first","female",21,15,"Only black faces",FALSE,FALSE
650179091,4,4,"Race IAT","congruent","SCIAT first","female",21,15,"Only black faces",FALSE,FALSE
650179091,5,4,"Race IAT","congruent","SCIAT first","female",21,15,"Only black faces",FALSE,FALSE
650179091,6,4,"Race IAT","congruent","SCIAT first","female",21,15,"Only black faces",FALSE,FALSE
209849636,1,4,"Race IAT","incongruent","SCIAT first","female",62,22,"Only black faces",FALSE,FALSE
209849636,2,4,"Race IAT","incongruent","SCIAT first","female",62,22,"Only black faces",FALSE,FALSE
209849636,3,4,"Race IAT","incongruent","SCIAT first","female",62,22,"Only black faces",FALSE,FALSE
209849636,4,4,"Race IAT","incongruent","SCIAT first","female",62,22,"Only black faces",FALSE,FALSE
209849636,5,4,"Race IAT","incongruent","SCIAT first","female",62,22,"Only black faces",FALSE,FALSE
209849636,6,4,"Race IAT","incongruent","SCIAT first","female",62,22,"Only black faces",FALSE,FALSE
436533122,1,4,"Race IAT","incongruent","ratings first","female",24,16,"I don't know",FALSE,FALSE
436533122,2,4,"Race IAT","incongruent","ratings first","female",24,16,"I don't know",FALSE,FALSE
436533122,3,4,"Race IAT","incongruent","ratings first","female",24,16,"I don't know",FALSE,FALSE
436533122,4,4,"Race IAT","incongruent","ratings first","female",24,16,"I don't know",FALSE,FALSE
436533122,5,4,"Race IAT","incongruent","ratings first","female",24,16,"I don't know",FALSE,FALSE
436533122,6,4,"Race IAT","incongruent","ratings first","female",24,16,"I don't know",FALSE,FALSE
308675497,1,6,"Race IAT","congruent","ratings first","female",21,19,"Only black faces",FALSE,FALSE
308675497,2,6,"Race IAT","congruent","ratings first","female",21,19,"Only black faces",FALSE,FALSE
308675497,3,6,"Race IAT","congruent","ratings first","female",21,19,"Only black faces",FALSE,FALSE
308675497,4,6,"Race IAT","congruent","ratings first","female",21,19,"Only black faces",FALSE,FALSE
308675497,5,6,"Race IAT","congruent","ratings first","female",21,19,"Only black faces",FALSE,FALSE
308675497,6,6,"Race IAT","congruent","ratings first","female",21,19,"Only black faces",FALSE,FALSE
39920667,1,4,"Race IAT","congruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
39920667,2,3,"Race IAT","congruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
39920667,3,4,"Race IAT","congruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
39920667,4,3,"Race IAT","congruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
39920667,5,4,"Race IAT","congruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
39920667,6,4,"Race IAT","congruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
766903329,1,4,"Race IAT","congruent","ratings first","male",25,15,"Only black faces",FALSE,FALSE
766903329,2,4,"Race IAT","congruent","ratings first","male",25,15,"Only black faces",FALSE,FALSE
766903329,3,4,"Race IAT","congruent","ratings first","male",25,15,"Only black faces",FALSE,FALSE
766903329,4,4,"Race IAT","congruent","ratings first","male",25,15,"Only black faces",FALSE,FALSE
766903329,5,4,"Race IAT","congruent","ratings first","male",25,15,"Only black faces",FALSE,FALSE
766903329,6,4,"Race IAT","congruent","ratings first","male",25,15,"Only black faces",FALSE,FALSE
86938792,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",38,14,"Only black faces",FALSE,FALSE
86938792,2,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",38,14,"Only black faces",FALSE,FALSE
86938792,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",38,14,"Only black faces",FALSE,FALSE
86938792,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",38,14,"Only black faces",FALSE,FALSE
86938792,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",38,14,"Only black faces",FALSE,FALSE
86938792,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",38,14,"Only black faces",FALSE,FALSE
711210983,1,5,"Flowers-Insects IAT","congruent","SCIAT first","female",19,15,"Only black faces",FALSE,FALSE
711210983,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",19,15,"Only black faces",FALSE,FALSE
711210983,3,5,"Flowers-Insects IAT","congruent","SCIAT first","female",19,15,"Only black faces",FALSE,FALSE
711210983,4,6,"Flowers-Insects IAT","congruent","SCIAT first","female",19,15,"Only black faces",FALSE,FALSE
711210983,5,5,"Flowers-Insects IAT","congruent","SCIAT first","female",19,15,"Only black faces",FALSE,FALSE
711210983,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",19,15,"Only black faces",FALSE,FALSE
530436433,1,5,"Race IAT","congruent","ratings first","female",30,12,"Both white and black faces",FALSE,FALSE
530436433,2,5,"Race IAT","congruent","ratings first","female",30,12,"Both white and black faces",FALSE,FALSE
530436433,3,5,"Race IAT","congruent","ratings first","female",30,12,"Both white and black faces",FALSE,FALSE
530436433,4,5,"Race IAT","congruent","ratings first","female",30,12,"Both white and black faces",FALSE,FALSE
530436433,5,5,"Race IAT","congruent","ratings first","female",30,12,"Both white and black faces",FALSE,FALSE
530436433,6,5,"Race IAT","congruent","ratings first","female",30,12,"Both white and black faces",FALSE,FALSE
855240671,1,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,27,"Both white and black faces",TRUE,TRUE
855240671,2,5,"Flowers-Insects IAT","congruent","SCIAT first","male",40,27,"Both white and black faces",TRUE,TRUE
855240671,3,4,"Flowers-Insects IAT","congruent","SCIAT first","male",40,27,"Both white and black faces",TRUE,TRUE
855240671,4,5,"Flowers-Insects IAT","congruent","SCIAT first","male",40,27,"Both white and black faces",TRUE,TRUE
855240671,5,6,"Flowers-Insects IAT","congruent","SCIAT first","male",40,27,"Both white and black faces",TRUE,TRUE
855240671,6,3,"Flowers-Insects IAT","congruent","SCIAT first","male",40,27,"Both white and black faces",TRUE,TRUE
998555993,1,2,"Race IAT","congruent","ratings first","male",45,35,"Only black faces",FALSE,FALSE
998555993,2,3,"Race IAT","congruent","ratings first","male",45,35,"Only black faces",FALSE,FALSE
998555993,3,2,"Race IAT","congruent","ratings first","male",45,35,"Only black faces",FALSE,FALSE
998555993,4,6,"Race IAT","congruent","ratings first","male",45,35,"Only black faces",FALSE,FALSE
998555993,5,3,"Race IAT","congruent","ratings first","male",45,35,"Only black faces",FALSE,FALSE
998555993,6,3,"Race IAT","congruent","ratings first","male",45,35,"Only black faces",FALSE,FALSE
416358122,1,4,"Race IAT","incongruent","ratings first","female",42,15,"Only black faces",FALSE,FALSE
416358122,2,5,"Race IAT","incongruent","ratings first","female",42,15,"Only black faces",FALSE,FALSE
416358122,3,5,"Race IAT","incongruent","ratings first","female",42,15,"Only black faces",FALSE,FALSE
416358122,4,5,"Race IAT","incongruent","ratings first","female",42,15,"Only black faces",FALSE,FALSE
416358122,5,5,"Race IAT","incongruent","ratings first","female",42,15,"Only black faces",FALSE,FALSE
416358122,6,5,"Race IAT","incongruent","ratings first","female",42,15,"Only black faces",FALSE,FALSE
601961149,1,4,"Flowers-Insects IAT","congruent","ratings first","female",22,14,"Only black faces",FALSE,FALSE
601961149,2,4,"Flowers-Insects IAT","congruent","ratings first","female",22,14,"Only black faces",FALSE,FALSE
601961149,3,4,"Flowers-Insects IAT","congruent","ratings first","female",22,14,"Only black faces",FALSE,FALSE
601961149,4,4,"Flowers-Insects IAT","congruent","ratings first","female",22,14,"Only black faces",FALSE,FALSE
601961149,5,4,"Flowers-Insects IAT","congruent","ratings first","female",22,14,"Only black faces",FALSE,FALSE
601961149,6,4,"Flowers-Insects IAT","congruent","ratings first","female",22,14,"Only black faces",FALSE,FALSE
426592903,1,5,"Flowers-Insects IAT","congruent","SCIAT first","male",34,13,"I don't know",FALSE,FALSE
426592903,2,5,"Flowers-Insects IAT","congruent","SCIAT first","male",34,13,"I don't know",FALSE,FALSE
426592903,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",34,13,"I don't know",FALSE,FALSE
426592903,4,5,"Flowers-Insects IAT","congruent","SCIAT first","male",34,13,"I don't know",FALSE,FALSE
426592903,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",34,13,"I don't know",FALSE,FALSE
426592903,6,5,"Flowers-Insects IAT","congruent","SCIAT first","male",34,13,"I don't know",FALSE,FALSE
145924742,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",21,14,"Only black faces",FALSE,FALSE
145924742,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",21,14,"Only black faces",FALSE,FALSE
145924742,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",21,14,"Only black faces",FALSE,FALSE
145924742,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",21,14,"Only black faces",FALSE,FALSE
145924742,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",21,14,"Only black faces",FALSE,FALSE
145924742,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",21,14,"Only black faces",FALSE,FALSE
236853641,1,6,"Race IAT","congruent","ratings first","male",38,16,"Only black faces",FALSE,FALSE
236853641,2,6,"Race IAT","congruent","ratings first","male",38,16,"Only black faces",FALSE,FALSE
236853641,3,6,"Race IAT","congruent","ratings first","male",38,16,"Only black faces",FALSE,FALSE
236853641,4,6,"Race IAT","congruent","ratings first","male",38,16,"Only black faces",FALSE,FALSE
236853641,5,5,"Race IAT","congruent","ratings first","male",38,16,"Only black faces",FALSE,FALSE
236853641,6,5,"Race IAT","congruent","ratings first","male",38,16,"Only black faces",FALSE,FALSE
972375767,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,28,"Only black faces",FALSE,FALSE
972375767,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,28,"Only black faces",FALSE,FALSE
972375767,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,28,"Only black faces",FALSE,FALSE
972375767,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,28,"Only black faces",FALSE,FALSE
972375767,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,28,"Only black faces",FALSE,FALSE
972375767,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,28,"Only black faces",FALSE,FALSE
878482895,1,5,"Flowers-Insects IAT","congruent","SCIAT first","male",55,13,"Only black faces",FALSE,FALSE
878482895,2,4,"Flowers-Insects IAT","congruent","SCIAT first","male",55,13,"Only black faces",FALSE,FALSE
878482895,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",55,13,"Only black faces",FALSE,FALSE
878482895,4,6,"Flowers-Insects IAT","congruent","SCIAT first","male",55,13,"Only black faces",FALSE,FALSE
878482895,5,6,"Flowers-Insects IAT","congruent","SCIAT first","male",55,13,"Only black faces",FALSE,FALSE
878482895,6,5,"Flowers-Insects IAT","congruent","SCIAT first","male",55,13,"Only black faces",FALSE,FALSE
527775144,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,20,"Both white and black faces",TRUE,TRUE
527775144,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,20,"Both white and black faces",TRUE,TRUE
527775144,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,20,"Both white and black faces",TRUE,TRUE
527775144,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,20,"Both white and black faces",TRUE,TRUE
527775144,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,20,"Both white and black faces",TRUE,TRUE
527775144,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,20,"Both white and black faces",TRUE,TRUE
389159334,1,7,"Flowers-Insects IAT","incongruent","ratings first","male",42,35,"Both white and black faces",TRUE,TRUE
389159334,2,7,"Flowers-Insects IAT","incongruent","ratings first","male",42,35,"Both white and black faces",TRUE,TRUE
389159334,3,7,"Flowers-Insects IAT","incongruent","ratings first","male",42,35,"Both white and black faces",TRUE,TRUE
389159334,4,7,"Flowers-Insects IAT","incongruent","ratings first","male",42,35,"Both white and black faces",TRUE,TRUE
389159334,5,7,"Flowers-Insects IAT","incongruent","ratings first","male",42,35,"Both white and black faces",TRUE,TRUE
389159334,6,7,"Flowers-Insects IAT","incongruent","ratings first","male",42,35,"Both white and black faces",TRUE,TRUE
854706704,1,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",47,15,"I don't know",FALSE,FALSE
854706704,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",47,15,"I don't know",FALSE,FALSE
854706704,3,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",47,15,"I don't know",FALSE,FALSE
854706704,4,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",47,15,"I don't know",FALSE,FALSE
854706704,5,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",47,15,"I don't know",FALSE,FALSE
854706704,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",47,15,"I don't know",FALSE,FALSE
355103961,1,4,"Race IAT","congruent","ratings first","male",51,17,"Only black faces",FALSE,FALSE
355103961,2,5,"Race IAT","congruent","ratings first","male",51,17,"Only black faces",FALSE,FALSE
355103961,3,5,"Race IAT","congruent","ratings first","male",51,17,"Only black faces",FALSE,FALSE
355103961,4,4,"Race IAT","congruent","ratings first","male",51,17,"Only black faces",FALSE,FALSE
355103961,5,4,"Race IAT","congruent","ratings first","male",51,17,"Only black faces",FALSE,FALSE
355103961,6,5,"Race IAT","congruent","ratings first","male",51,17,"Only black faces",FALSE,FALSE
223782864,1,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
223782864,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
223782864,3,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
223782864,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
223782864,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
223782864,6,2,"Flowers-Insects IAT","incongruent","SCIAT first","male",24,22,"Only black faces",FALSE,FALSE
568135332,1,4,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
568135332,2,4,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
568135332,3,4,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
568135332,4,4,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
568135332,5,5,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
568135332,6,5,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
706020134,1,6,"Flowers-Insects IAT","incongruent","ratings first","female",24,12,"I don't know",FALSE,FALSE
706020134,2,5,"Flowers-Insects IAT","incongruent","ratings first","female",24,12,"I don't know",FALSE,FALSE
706020134,3,6,"Flowers-Insects IAT","incongruent","ratings first","female",24,12,"I don't know",FALSE,FALSE
706020134,4,7,"Flowers-Insects IAT","incongruent","ratings first","female",24,12,"I don't know",FALSE,FALSE
706020134,5,6,"Flowers-Insects IAT","incongruent","ratings first","female",24,12,"I don't know",FALSE,FALSE
706020134,6,7,"Flowers-Insects IAT","incongruent","ratings first","female",24,12,"I don't know",FALSE,FALSE
576027034,1,3,"Race IAT","incongruent","ratings first","female",58,14,"Both white and black faces",FALSE,FALSE
576027034,2,3,"Race IAT","incongruent","ratings first","female",58,14,"Both white and black faces",FALSE,FALSE
576027034,3,3,"Race IAT","incongruent","ratings first","female",58,14,"Both white and black faces",FALSE,FALSE
576027034,4,4,"Race IAT","incongruent","ratings first","female",58,14,"Both white and black faces",FALSE,FALSE
576027034,5,4,"Race IAT","incongruent","ratings first","female",58,14,"Both white and black faces",FALSE,FALSE
576027034,6,4,"Race IAT","incongruent","ratings first","female",58,14,"Both white and black faces",FALSE,FALSE
381268263,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
381268263,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
381268263,3,3,"Flowers-Insects IAT","congruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
381268263,4,3,"Flowers-Insects IAT","congruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
381268263,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
381268263,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
310573074,1,4,"Race IAT","incongruent","ratings first","female",44,15,"Only black faces",FALSE,FALSE
310573074,2,4,"Race IAT","incongruent","ratings first","female",44,15,"Only black faces",FALSE,FALSE
310573074,3,4,"Race IAT","incongruent","ratings first","female",44,15,"Only black faces",FALSE,FALSE
310573074,4,4,"Race IAT","incongruent","ratings first","female",44,15,"Only black faces",FALSE,FALSE
310573074,5,4,"Race IAT","incongruent","ratings first","female",44,15,"Only black faces",FALSE,FALSE
310573074,6,4,"Race IAT","incongruent","ratings first","female",44,15,"Only black faces",FALSE,FALSE
367057467,1,5,"Race IAT","congruent","SCIAT first","male",40,27,"Only black faces",FALSE,FALSE
367057467,2,5,"Race IAT","congruent","SCIAT first","male",40,27,"Only black faces",FALSE,FALSE
367057467,3,6,"Race IAT","congruent","SCIAT first","male",40,27,"Only black faces",FALSE,FALSE
367057467,4,6,"Race IAT","congruent","SCIAT first","male",40,27,"Only black faces",FALSE,FALSE
367057467,5,6,"Race IAT","congruent","SCIAT first","male",40,27,"Only black faces",FALSE,FALSE
367057467,6,6,"Race IAT","congruent","SCIAT first","male",40,27,"Only black faces",FALSE,FALSE
286215415,1,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,35,"Both white and black faces",TRUE,TRUE
286215415,2,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,35,"Both white and black faces",TRUE,TRUE
286215415,3,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,35,"Both white and black faces",TRUE,TRUE
286215415,4,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,35,"Both white and black faces",TRUE,TRUE
286215415,5,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,35,"Both white and black faces",TRUE,TRUE
286215415,6,7,"Flowers-Insects IAT","congruent","SCIAT first","male",40,35,"Both white and black faces",TRUE,TRUE
995007062,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",19,20,"Both white and black faces",FALSE,FALSE
995007062,2,3,"Flowers-Insects IAT","incongruent","ratings first","male",19,20,"Both white and black faces",FALSE,FALSE
995007062,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",19,20,"Both white and black faces",FALSE,FALSE
995007062,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",19,20,"Both white and black faces",FALSE,FALSE
995007062,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",19,20,"Both white and black faces",FALSE,FALSE
995007062,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",19,20,"Both white and black faces",FALSE,FALSE
803503329,1,6,"Race IAT","congruent","ratings first","female",26,16,"Only black faces",FALSE,FALSE
803503329,2,6,"Race IAT","congruent","ratings first","female",26,16,"Only black faces",FALSE,FALSE
803503329,3,6,"Race IAT","congruent","ratings first","female",26,16,"Only black faces",FALSE,FALSE
803503329,4,7,"Race IAT","congruent","ratings first","female",26,16,"Only black faces",FALSE,FALSE
803503329,5,5,"Race IAT","congruent","ratings first","female",26,16,"Only black faces",FALSE,FALSE
803503329,6,7,"Race IAT","congruent","ratings first","female",26,16,"Only black faces",FALSE,FALSE
414936969,1,5,"Race IAT","congruent","ratings first","male",60,17,"Only black faces",FALSE,FALSE
414936969,2,5,"Race IAT","congruent","ratings first","male",60,17,"Only black faces",FALSE,FALSE
414936969,3,6,"Race IAT","congruent","ratings first","male",60,17,"Only black faces",FALSE,FALSE
414936969,4,5,"Race IAT","congruent","ratings first","male",60,17,"Only black faces",FALSE,FALSE
414936969,5,6,"Race IAT","congruent","ratings first","male",60,17,"Only black faces",FALSE,FALSE
414936969,6,5,"Race IAT","congruent","ratings first","male",60,17,"Only black faces",FALSE,FALSE
117577909,1,4,"Flowers-Insects IAT","congruent","ratings first","male",27,17,"I don't know",FALSE,FALSE
117577909,2,3,"Flowers-Insects IAT","congruent","ratings first","male",27,17,"I don't know",FALSE,FALSE
117577909,3,4,"Flowers-Insects IAT","congruent","ratings first","male",27,17,"I don't know",FALSE,FALSE
117577909,4,4,"Flowers-Insects IAT","congruent","ratings first","male",27,17,"I don't know",FALSE,FALSE
117577909,5,5,"Flowers-Insects IAT","congruent","ratings first","male",27,17,"I don't know",FALSE,FALSE
117577909,6,5,"Flowers-Insects IAT","congruent","ratings first","male",27,17,"I don't know",FALSE,FALSE
902266725,1,3,"Flowers-Insects IAT","congruent","ratings first","female",31,19,"I don't know",FALSE,FALSE
902266725,2,5,"Flowers-Insects IAT","congruent","ratings first","female",31,19,"I don't know",FALSE,FALSE
