"participant","accuracy","rt","item","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","exclude"
242161283,1,539,"primeNeutral","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,1,527,"primeNeutral","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,0,438,"primeNeutral","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,1,395,"primeNeutral","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,1,350,"primeRace","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,1,403,"primeRace","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,1,342,"primeNeutral","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
242161283,1,440,"primeNeutral","Race IAT","congruent","SCIAT first","female",33,19,"I don't know",FALSE,FALSE
992132586,1,1160,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,640,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,604,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,561,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,721,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,985,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,631,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,724,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,772,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,619,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,575,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,551,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,845,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,601,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,736,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,631,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,723,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,525,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,509,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,471,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,657,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,581,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,475,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,541,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,485,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,736,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,615,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,741,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,389,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,427,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,495,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,1025,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,374,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,389,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,427,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,487,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,578,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,496,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,643,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,454,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,402,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,381,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,845,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,569,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,327,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,448,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,404,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,385,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,439,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,371,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,410,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,352,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,406,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,389,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,370,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,400,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,366,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,325,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,390,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,547,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,355,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,290,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,332,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,348,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,317,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,349,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,342,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,389,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,292,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,717,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,366,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,357,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,180,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,556,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,235,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,519,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,439,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,331,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,356,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,275,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,317,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,439,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,370,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,425,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,317,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,263,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,265,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,1125,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,221,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,291,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,372,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,563,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,243,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,198,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,220,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,233,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,229,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,210,"primeNeutral","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,0,407,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
992132586,1,181,"primeRace","Race IAT","incongruent","ratings first","male",56,18,"Only black faces",FALSE,FALSE
225589697,1,800,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,725,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,670,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,776,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,631,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,843,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,767,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,758,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,565,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,604,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,658,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,461,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,672,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,779,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,1481,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,676,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,598,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,988,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,506,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,523,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,820,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,584,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,646,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,594,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,416,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,1093,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,519,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,503,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,632,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,637,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,1313,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,586,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,584,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,486,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,712,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,673,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,452,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,407,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,492,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,526,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,367,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,453,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,393,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,374,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,469,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,544,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,848,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,387,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,529,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,754,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,585,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,759,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,470,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,393,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,503,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,544,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,456,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,323,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,356,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,379,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,434,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,550,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,445,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,449,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,397,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,339,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,411,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,496,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,498,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,340,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,548,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,388,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,417,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,350,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,285,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,327,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,304,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,209,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,198,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,412,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,530,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,394,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,480,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,347,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,443,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,295,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,480,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,355,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,298,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,244,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,296,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,330,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,427,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,679,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,0,706,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,467,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,534,"primeNeutral","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,333,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,574,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
225589697,1,204,"primeRace","Race IAT","congruent","ratings first","male",34,11,"Only black faces",FALSE,FALSE
270390590,0,790,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,1097,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,723,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,663,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,565,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,1267,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,1116,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,851,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,753,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,532,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,1020,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,585,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,1128,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,963,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,1380,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,491,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,468,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,1044,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,596,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,519,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,563,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,482,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,1093,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,681,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,699,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,470,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,548,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,397,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,436,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,692,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,473,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,1251,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,478,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,486,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,835,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,476,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,549,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,1125,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,945,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,0,564,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,307,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,536,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,881,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,555,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,554,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
270390590,1,383,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",21,15,"Only black faces",FALSE,FALSE
