"participant","accuracy","rt","item","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","exclude"
4782910,1,987,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1062,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,3905,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,987,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1104,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1577,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1672,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1439,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,1685,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,951,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1078,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1100,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1377,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1358,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,1166,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1125,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,1819,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,774,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1160,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,943,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,2129,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1261,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1212,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1231,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1468,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,783,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1080,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,887,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,793,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1623,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1163,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,6386,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,880,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,960,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1418,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,711,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,662,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,862,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,774,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1069,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1440,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,755,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,491,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,564,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,613,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,1112,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,1336,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,626,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,671,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,625,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,935,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,744,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1277,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,1680,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,822,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,975,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,654,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,845,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,781,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,501,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1317,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,685,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,759,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1114,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,2832,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,481,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,446,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,697,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,947,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1062,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,694,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,414,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,479,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,624,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,412,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,479,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,611,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,753,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,697,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,899,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,545,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,647,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,583,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,694,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,585,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,606,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,381,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,466,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,559,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,900,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,629,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,849,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,1262,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,608,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,490,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,946,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,447,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,419,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,1,515,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
4782910,0,612,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",38,17,"Only black faces",FALSE,FALSE
121550054,0,715,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,1156,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,568,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,797,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,1284,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,474,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,520,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,953,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,478,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,1664,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,647,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,423,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,904,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,352,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,357,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,302,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,355,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,410,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,441,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,334,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,412,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,658,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,308,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,364,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,531,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,556,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,182,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,464,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,494,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,408,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,702,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,416,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,191,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,387,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,348,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,338,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,437,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,416,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,418,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,399,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,693,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,373,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,357,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,392,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,193,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,688,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,213,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,234,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,342,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,554,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,311,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,722,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,484,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,590,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,809,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,543,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,925,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,462,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,250,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,864,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,1867,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,458,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,543,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,475,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,442,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,609,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,374,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,260,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,151,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,413,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,1056,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,351,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,309,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,461,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,357,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,392,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,359,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,354,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,432,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,399,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,278,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,470,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,141,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,327,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,461,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,889,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,342,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,223,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,179,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,342,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,890,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,286,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,370,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,316,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,294,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,336,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,3740,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,0,519,"primeRace","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,721,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
121550054,1,639,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
437966026,1,663,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,1854,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,436,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,384,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,457,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,321,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,607,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,404,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,418,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,343,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,398,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,367,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,450,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,492,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,229,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,370,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,376,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,342,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,384,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,360,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,356,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,330,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,200,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,303,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,233,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,437,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,0,465,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,440,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,602,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,356,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,875,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,514,"primeNeutral","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,339,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
437966026,1,550,"primeRace","Race IAT","incongruent","ratings first","female",26,18,"Only black faces",FALSE,FALSE
