"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials"
703624742,5,7,"Flowers-Insects IAT","incongruent","ratings first","female",33,10,FALSE
703624742,6,6,"Flowers-Insects IAT","incongruent","ratings first","female",33,10,FALSE
850004642,1,4,"Race IAT","incongruent","ratings first","female",35,13,FALSE
850004642,2,4,"Race IAT","incongruent","ratings first","female",35,13,FALSE
850004642,3,5,"Race IAT","incongruent","ratings first","female",35,13,FALSE
850004642,4,4,"Race IAT","incongruent","ratings first","female",35,13,FALSE
850004642,5,4,"Race IAT","incongruent","ratings first","female",35,13,FALSE
850004642,6,4,"Race IAT","incongruent","ratings first","female",35,13,FALSE
896106144,1,1,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,23,FALSE
896106144,2,1,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,23,FALSE
896106144,3,1,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,23,FALSE
896106144,4,1,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,23,FALSE
896106144,5,1,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,23,FALSE
896106144,6,1,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,23,FALSE
131774082,1,3,"Race IAT","incongruent","ratings first","male",50,18,FALSE
131774082,2,3,"Race IAT","incongruent","ratings first","male",50,18,FALSE
131774082,3,3,"Race IAT","incongruent","ratings first","male",50,18,FALSE
131774082,4,3,"Race IAT","incongruent","ratings first","male",50,18,FALSE
131774082,5,4,"Race IAT","incongruent","ratings first","male",50,18,FALSE
131774082,6,3,"Race IAT","incongruent","ratings first","male",50,18,FALSE
432053156,1,5,"Race IAT","incongruent","SCIAT first","male",49,20,FALSE
432053156,2,5,"Race IAT","incongruent","SCIAT first","male",49,20,FALSE
432053156,3,5,"Race IAT","incongruent","SCIAT first","male",49,20,FALSE
432053156,4,5,"Race IAT","incongruent","SCIAT first","male",49,20,FALSE
432053156,5,5,"Race IAT","incongruent","SCIAT first","male",49,20,FALSE
432053156,6,4,"Race IAT","incongruent","SCIAT first","male",49,20,FALSE
28012583,1,6,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,FALSE
28012583,2,6,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,FALSE
28012583,3,6,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,FALSE
28012583,4,6,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,FALSE
28012583,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,FALSE
28012583,6,6,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,FALSE
72170145,1,4,"Race IAT","congruent","ratings first","male",27,18,FALSE
72170145,2,4,"Race IAT","congruent","ratings first","male",27,18,FALSE
72170145,3,4,"Race IAT","congruent","ratings first","male",27,18,FALSE
72170145,4,4,"Race IAT","congruent","ratings first","male",27,18,FALSE
72170145,5,4,"Race IAT","congruent","ratings first","male",27,18,FALSE
72170145,6,4,"Race IAT","congruent","ratings first","male",27,18,FALSE
957598724,1,4,"Race IAT","incongruent","SCIAT first","male",53,18,FALSE
957598724,2,5,"Race IAT","incongruent","SCIAT first","male",53,18,FALSE
957598724,3,4,"Race IAT","incongruent","SCIAT first","male",53,18,FALSE
957598724,4,5,"Race IAT","incongruent","SCIAT first","male",53,18,FALSE
957598724,5,5,"Race IAT","incongruent","SCIAT first","male",53,18,FALSE
957598724,6,5,"Race IAT","incongruent","SCIAT first","male",53,18,FALSE
270308740,1,4,"Race IAT","incongruent","SCIAT first","male",29,14,FALSE
270308740,2,4,"Race IAT","incongruent","SCIAT first","male",29,14,FALSE
270308740,3,5,"Race IAT","incongruent","SCIAT first","male",29,14,FALSE
270308740,4,4,"Race IAT","incongruent","SCIAT first","male",29,14,FALSE
270308740,5,4,"Race IAT","incongruent","SCIAT first","male",29,14,FALSE
270308740,6,4,"Race IAT","incongruent","SCIAT first","male",29,14,FALSE
852697087,1,4,"Flowers-Insects IAT","congruent","SCIAT first","male",35,13,FALSE
852697087,2,4,"Flowers-Insects IAT","congruent","SCIAT first","male",35,13,FALSE
852697087,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",35,13,FALSE
852697087,4,4,"Flowers-Insects IAT","congruent","SCIAT first","male",35,13,FALSE
852697087,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",35,13,FALSE
852697087,6,4,"Flowers-Insects IAT","congruent","SCIAT first","male",35,13,FALSE
959977279,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",26,20,FALSE
959977279,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",26,20,FALSE
959977279,3,3,"Flowers-Insects IAT","congruent","SCIAT first","female",26,20,FALSE
959977279,4,5,"Flowers-Insects IAT","congruent","SCIAT first","female",26,20,FALSE
959977279,5,3,"Flowers-Insects IAT","congruent","SCIAT first","female",26,20,FALSE
959977279,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",26,20,FALSE
982397589,1,4,"Flowers-Insects IAT","congruent","ratings first","male",50,23,FALSE
982397589,2,4,"Flowers-Insects IAT","congruent","ratings first","male",50,23,FALSE
982397589,3,4,"Flowers-Insects IAT","congruent","ratings first","male",50,23,FALSE
982397589,4,4,"Flowers-Insects IAT","congruent","ratings first","male",50,23,FALSE
982397589,5,4,"Flowers-Insects IAT","congruent","ratings first","male",50,23,FALSE
982397589,6,4,"Flowers-Insects IAT","congruent","ratings first","male",50,23,FALSE
693171305,1,5,"Race IAT","congruent","ratings first","female",26,17,FALSE
693171305,2,3,"Race IAT","congruent","ratings first","female",26,17,FALSE
693171305,3,3,"Race IAT","congruent","ratings first","female",26,17,FALSE
693171305,4,3,"Race IAT","congruent","ratings first","female",26,17,FALSE
693171305,5,5,"Race IAT","congruent","ratings first","female",26,17,FALSE
693171305,6,5,"Race IAT","congruent","ratings first","female",26,17,FALSE
569594414,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",39,11,FALSE
569594414,2,5,"Flowers-Insects IAT","incongruent","ratings first","female",39,11,FALSE
569594414,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",39,11,FALSE
569594414,4,6,"Flowers-Insects IAT","incongruent","ratings first","female",39,11,FALSE
569594414,5,6,"Flowers-Insects IAT","incongruent","ratings first","female",39,11,FALSE
569594414,6,6,"Flowers-Insects IAT","incongruent","ratings first","female",39,11,FALSE
363524221,1,6,"Flowers-Insects IAT","congruent","ratings first","female",62,16,FALSE
363524221,2,6,"Flowers-Insects IAT","congruent","ratings first","female",62,16,FALSE
363524221,3,6,"Flowers-Insects IAT","congruent","ratings first","female",62,16,FALSE
363524221,4,6,"Flowers-Insects IAT","congruent","ratings first","female",62,16,FALSE
363524221,5,6,"Flowers-Insects IAT","congruent","ratings first","female",62,16,FALSE
363524221,6,6,"Flowers-Insects IAT","congruent","ratings first","female",62,16,FALSE
726661040,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",50,17,FALSE
726661040,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",50,17,FALSE
726661040,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",50,17,FALSE
726661040,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",50,17,FALSE
726661040,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",50,17,FALSE
726661040,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",50,17,FALSE
867948927,1,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,15,FALSE
867948927,2,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,15,FALSE
867948927,3,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,15,FALSE
867948927,4,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,15,FALSE
867948927,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,15,FALSE
867948927,6,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,15,FALSE
353484657,1,4,"Race IAT","congruent","ratings first","female",26,20,FALSE
353484657,2,4,"Race IAT","congruent","ratings first","female",26,20,FALSE
353484657,3,4,"Race IAT","congruent","ratings first","female",26,20,FALSE
353484657,4,4,"Race IAT","congruent","ratings first","female",26,20,FALSE
353484657,5,4,"Race IAT","congruent","ratings first","female",26,20,FALSE
353484657,6,4,"Race IAT","congruent","ratings first","female",26,20,FALSE
91445973,1,4,"Flowers-Insects IAT","congruent","ratings first","female",28,13,FALSE
91445973,2,4,"Flowers-Insects IAT","congruent","ratings first","female",28,13,FALSE
91445973,3,4,"Flowers-Insects IAT","congruent","ratings first","female",28,13,FALSE
91445973,4,4,"Flowers-Insects IAT","congruent","ratings first","female",28,13,FALSE
91445973,5,4,"Flowers-Insects IAT","congruent","ratings first","female",28,13,FALSE
91445973,6,4,"Flowers-Insects IAT","congruent","ratings first","female",28,13,FALSE
664316323,1,4,"Race IAT","congruent","SCIAT first","female",32,18,FALSE
664316323,2,4,"Race IAT","congruent","SCIAT first","female",32,18,FALSE
664316323,3,4,"Race IAT","congruent","SCIAT first","female",32,18,FALSE
664316323,4,4,"Race IAT","congruent","SCIAT first","female",32,18,FALSE
664316323,5,4,"Race IAT","congruent","SCIAT first","female",32,18,FALSE
664316323,6,4,"Race IAT","congruent","SCIAT first","female",32,18,FALSE
657636043,1,5,"Race IAT","congruent","SCIAT first","female",31,13,FALSE
657636043,2,5,"Race IAT","congruent","SCIAT first","female",31,13,FALSE
657636043,3,5,"Race IAT","congruent","SCIAT first","female",31,13,FALSE
657636043,4,5,"Race IAT","congruent","SCIAT first","female",31,13,FALSE
657636043,5,5,"Race IAT","congruent","SCIAT first","female",31,13,FALSE
657636043,6,5,"Race IAT","congruent","SCIAT first","female",31,13,FALSE
614502488,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",42,20,FALSE
614502488,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",42,20,FALSE
614502488,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",42,20,FALSE
614502488,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",42,20,FALSE
614502488,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",42,20,FALSE
614502488,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",42,20,FALSE
761338203,1,6,"Race IAT","congruent","SCIAT first","female",33,20,FALSE
761338203,2,6,"Race IAT","congruent","SCIAT first","female",33,20,FALSE
761338203,3,6,"Race IAT","congruent","SCIAT first","female",33,20,FALSE
761338203,4,6,"Race IAT","congruent","SCIAT first","female",33,20,FALSE
761338203,5,6,"Race IAT","congruent","SCIAT first","female",33,20,FALSE
761338203,6,6,"Race IAT","congruent","SCIAT first","female",33,20,FALSE
583883014,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",32,28,FALSE
583883014,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",32,28,FALSE
583883014,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",32,28,FALSE
583883014,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",32,28,FALSE
583883014,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",32,28,FALSE
583883014,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",32,28,FALSE
747800991,1,3,"Flowers-Insects IAT","congruent","SCIAT first","female",39,14,FALSE
747800991,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",39,14,FALSE
747800991,3,6,"Flowers-Insects IAT","congruent","SCIAT first","female",39,14,FALSE
747800991,4,6,"Flowers-Insects IAT","congruent","SCIAT first","female",39,14,FALSE
747800991,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",39,14,FALSE
747800991,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",39,14,FALSE
909556138,1,4,"Race IAT","incongruent","ratings first","female",39,18,FALSE
909556138,2,4,"Race IAT","incongruent","ratings first","female",39,18,FALSE
909556138,3,4,"Race IAT","incongruent","ratings first","female",39,18,FALSE
909556138,4,5,"Race IAT","incongruent","ratings first","female",39,18,FALSE
909556138,5,4,"Race IAT","incongruent","ratings first","female",39,18,FALSE
909556138,6,5,"Race IAT","incongruent","ratings first","female",39,18,FALSE
242700581,1,2,"Flowers-Insects IAT","congruent","ratings first","male",60,21,FALSE
242700581,2,2,"Flowers-Insects IAT","congruent","ratings first","male",60,21,FALSE
242700581,3,5,"Flowers-Insects IAT","congruent","ratings first","male",60,21,FALSE
242700581,4,3,"Flowers-Insects IAT","congruent","ratings first","male",60,21,FALSE
242700581,5,4,"Flowers-Insects IAT","congruent","ratings first","male",60,21,FALSE
242700581,6,5,"Flowers-Insects IAT","congruent","ratings first","male",60,21,FALSE
854086011,1,4,"Race IAT","congruent","SCIAT first","female",29,16,FALSE
854086011,2,4,"Race IAT","congruent","SCIAT first","female",29,16,FALSE
854086011,3,4,"Race IAT","congruent","SCIAT first","female",29,16,FALSE
854086011,4,4,"Race IAT","congruent","SCIAT first","female",29,16,FALSE
854086011,5,5,"Race IAT","congruent","SCIAT first","female",29,16,FALSE
854086011,6,5,"Race IAT","congruent","SCIAT first","female",29,16,FALSE
218817820,1,5,"Race IAT","incongruent","SCIAT first","female",38,20,FALSE
218817820,2,5,"Race IAT","incongruent","SCIAT first","female",38,20,FALSE
218817820,3,4,"Race IAT","incongruent","SCIAT first","female",38,20,FALSE
218817820,4,5,"Race IAT","incongruent","SCIAT first","female",38,20,FALSE
218817820,5,4,"Race IAT","incongruent","SCIAT first","female",38,20,FALSE
218817820,6,6,"Race IAT","incongruent","SCIAT first","female",38,20,FALSE
721300289,1,5,"Race IAT","congruent","ratings first","male",19,22,FALSE
721300289,2,3,"Race IAT","congruent","ratings first","male",19,22,FALSE
721300289,3,4,"Race IAT","congruent","ratings first","male",19,22,FALSE
721300289,4,5,"Race IAT","congruent","ratings first","male",19,22,FALSE
721300289,5,4,"Race IAT","congruent","ratings first","male",19,22,FALSE
721300289,6,6,"Race IAT","congruent","ratings first","male",19,22,FALSE
234271855,1,1,"Flowers-Insects IAT","congruent","SCIAT first","female",37,18,FALSE
234271855,2,1,"Flowers-Insects IAT","congruent","SCIAT first","female",37,18,FALSE
234271855,3,1,"Flowers-Insects IAT","congruent","SCIAT first","female",37,18,FALSE
234271855,4,1,"Flowers-Insects IAT","congruent","SCIAT first","female",37,18,FALSE
234271855,5,3,"Flowers-Insects IAT","congruent","SCIAT first","female",37,18,FALSE
234271855,6,3,"Flowers-Insects IAT","congruent","SCIAT first","female",37,18,FALSE
147475444,1,4,"Race IAT","incongruent","SCIAT first","male",28,13,FALSE
147475444,2,4,"Race IAT","incongruent","SCIAT first","male",28,13,FALSE
147475444,3,5,"Race IAT","incongruent","SCIAT first","male",28,13,FALSE
147475444,4,4,"Race IAT","incongruent","SCIAT first","male",28,13,FALSE
147475444,5,4,"Race IAT","incongruent","SCIAT first","male",28,13,FALSE
147475444,6,3,"Race IAT","incongruent","SCIAT first","male",28,13,FALSE
749368071,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",41,17,FALSE
749368071,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",41,17,FALSE
749368071,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",41,17,FALSE
749368071,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",41,17,FALSE
749368071,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",41,17,FALSE
749368071,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",41,17,FALSE
675058712,1,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",54,15,FALSE
675058712,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",54,15,FALSE
675058712,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",54,15,FALSE
675058712,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",54,15,FALSE
675058712,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",54,15,FALSE
675058712,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",54,15,FALSE
281711400,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",26,19,FALSE
281711400,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",26,19,FALSE
281711400,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",26,19,FALSE
281711400,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",26,19,FALSE
281711400,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",26,19,FALSE
281711400,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",26,19,FALSE
150461530,1,6,"Race IAT","incongruent","ratings first","male",33,22,FALSE
150461530,2,6,"Race IAT","incongruent","ratings first","male",33,22,FALSE
150461530,3,6,"Race IAT","incongruent","ratings first","male",33,22,FALSE
150461530,4,6,"Race IAT","incongruent","ratings first","male",33,22,FALSE
150461530,5,6,"Race IAT","incongruent","ratings first","male",33,22,FALSE
150461530,6,6,"Race IAT","incongruent","ratings first","male",33,22,FALSE
337995878,1,4,"Flowers-Insects IAT","incongruent","ratings first","female ",28,15,FALSE
337995878,2,3,"Flowers-Insects IAT","incongruent","ratings first","female ",28,15,FALSE
337995878,3,5,"Flowers-Insects IAT","incongruent","ratings first","female ",28,15,FALSE
337995878,4,3,"Flowers-Insects IAT","incongruent","ratings first","female ",28,15,FALSE
337995878,5,4,"Flowers-Insects IAT","incongruent","ratings first","female ",28,15,FALSE
337995878,6,3,"Flowers-Insects IAT","incongruent","ratings first","female ",28,15,FALSE
654331958,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,24,FALSE
654331958,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,24,FALSE
654331958,3,3,"Flowers-Insects IAT","incongruent","ratings first","female",35,24,FALSE
654331958,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,24,FALSE
654331958,5,3,"Flowers-Insects IAT","incongruent","ratings first","female",35,24,FALSE
654331958,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",35,24,FALSE
91409689,1,5,"Race IAT","congruent","ratings first","male",20,16,FALSE
91409689,2,5,"Race IAT","congruent","ratings first","male",20,16,FALSE
91409689,3,4,"Race IAT","congruent","ratings first","male",20,16,FALSE
91409689,4,4,"Race IAT","congruent","ratings first","male",20,16,FALSE
91409689,5,4,"Race IAT","congruent","ratings first","male",20,16,FALSE
91409689,6,5,"Race IAT","congruent","ratings first","male",20,16,FALSE
27087659,1,5,"Race IAT","congruent","SCIAT first","female",49,18,FALSE
27087659,2,5,"Race IAT","congruent","SCIAT first","female",49,18,FALSE
27087659,3,5,"Race IAT","congruent","SCIAT first","female",49,18,FALSE
27087659,4,4,"Race IAT","congruent","SCIAT first","female",49,18,FALSE
27087659,5,4,"Race IAT","congruent","SCIAT first","female",49,18,FALSE
27087659,6,5,"Race IAT","congruent","SCIAT first","female",49,18,FALSE
410213985,1,4,"Race IAT","congruent","ratings first","female",36,13,FALSE
410213985,2,5,"Race IAT","congruent","ratings first","female",36,13,FALSE
410213985,3,5,"Race IAT","congruent","ratings first","female",36,13,FALSE
410213985,4,4,"Race IAT","congruent","ratings first","female",36,13,FALSE
410213985,5,5,"Race IAT","congruent","ratings first","female",36,13,FALSE
410213985,6,5,"Race IAT","congruent","ratings first","female",36,13,FALSE
466244185,1,4,"Race IAT","congruent","ratings first","female",30,19,FALSE
466244185,2,6,"Race IAT","congruent","ratings first","female",30,19,FALSE
466244185,3,6,"Race IAT","congruent","ratings first","female",30,19,FALSE
466244185,4,5,"Race IAT","congruent","ratings first","female",30,19,FALSE
466244185,5,4,"Race IAT","congruent","ratings first","female",30,19,FALSE
466244185,6,5,"Race IAT","congruent","ratings first","female",30,19,FALSE
514888056,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,19,FALSE
514888056,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,19,FALSE
514888056,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,19,FALSE
514888056,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,19,FALSE
514888056,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,19,FALSE
514888056,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",21,19,FALSE
683057198,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",38,13,FALSE
683057198,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",38,13,FALSE
683057198,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",38,13,FALSE
683057198,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",38,13,FALSE
683057198,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",38,13,FALSE
683057198,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",38,13,FALSE
470431742,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",53,22,FALSE
470431742,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",53,22,FALSE
470431742,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",53,22,FALSE
470431742,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",53,22,FALSE
470431742,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",53,22,FALSE
470431742,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",53,22,FALSE
792204798,1,3,"Flowers-Insects IAT","incongruent","ratings first","female",31,14,FALSE
792204798,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",31,14,FALSE
792204798,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",31,14,FALSE
792204798,4,3,"Flowers-Insects IAT","incongruent","ratings first","female",31,14,FALSE
792204798,5,3,"Flowers-Insects IAT","incongruent","ratings first","female",31,14,FALSE
792204798,6,5,"Flowers-Insects IAT","incongruent","ratings first","female",31,14,FALSE
599385267,1,6,"Race IAT","congruent","SCIAT first","male",20,15,FALSE
599385267,2,6,"Race IAT","congruent","SCIAT first","male",20,15,FALSE
599385267,3,6,"Race IAT","congruent","SCIAT first","male",20,15,FALSE
599385267,4,5,"Race IAT","congruent","SCIAT first","male",20,15,FALSE
599385267,5,3,"Race IAT","congruent","SCIAT first","male",20,15,FALSE
599385267,6,6,"Race IAT","congruent","SCIAT first","male",20,15,FALSE
375081299,1,3,"Race IAT","congruent","SCIAT first","female",61,21,FALSE
375081299,2,4,"Race IAT","congruent","SCIAT first","female",61,21,FALSE
375081299,3,4,"Race IAT","congruent","SCIAT first","female",61,21,FALSE
375081299,4,3,"Race IAT","congruent","SCIAT first","female",61,21,FALSE
375081299,5,3,"Race IAT","congruent","SCIAT first","female",61,21,FALSE
375081299,6,4,"Race IAT","congruent","SCIAT first","female",61,21,FALSE
71675015,1,2,"Flowers-Insects IAT","congruent","SCIAT first","female",64,16,FALSE
71675015,2,3,"Flowers-Insects IAT","congruent","SCIAT first","female",64,16,FALSE
71675015,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",64,16,FALSE
71675015,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",64,16,FALSE
71675015,5,3,"Flowers-Insects IAT","congruent","SCIAT first","female",64,16,FALSE
71675015,6,5,"Flowers-Insects IAT","congruent","SCIAT first","female",64,16,FALSE
515521577,1,3,"Race IAT","congruent","ratings first","female",24,15,FALSE
515521577,2,3,"Race IAT","congruent","ratings first","female",24,15,FALSE
515521577,3,3,"Race IAT","congruent","ratings first","female",24,15,FALSE
515521577,4,5,"Race IAT","congruent","ratings first","female",24,15,FALSE
515521577,5,5,"Race IAT","congruent","ratings first","female",24,15,FALSE
515521577,6,4,"Race IAT","congruent","ratings first","female",24,15,FALSE
962810244,1,4,"Race IAT","incongruent","SCIAT first","female",38,17,FALSE
962810244,2,4,"Race IAT","incongruent","SCIAT first","female",38,17,FALSE
962810244,3,4,"Race IAT","incongruent","SCIAT first","female",38,17,FALSE
962810244,4,4,"Race IAT","incongruent","SCIAT first","female",38,17,FALSE
962810244,5,4,"Race IAT","incongruent","SCIAT first","female",38,17,FALSE
962810244,6,4,"Race IAT","incongruent","SCIAT first","female",38,17,FALSE
817704898,1,4,"Race IAT","incongruent","ratings first","female",50,15,FALSE
817704898,2,5,"Race IAT","incongruent","ratings first","female",50,15,FALSE
817704898,3,5,"Race IAT","incongruent","ratings first","female",50,15,FALSE
817704898,4,5,"Race IAT","incongruent","ratings first","female",50,15,FALSE
817704898,5,5,"Race IAT","incongruent","ratings first","female",50,15,FALSE
817704898,6,5,"Race IAT","incongruent","ratings first","female",50,15,FALSE
260570330,1,5,"Race IAT","incongruent","ratings first","female",30,19,FALSE
260570330,2,5,"Race IAT","incongruent","ratings first","female",30,19,FALSE
260570330,3,5,"Race IAT","incongruent","ratings first","female",30,19,FALSE
260570330,4,5,"Race IAT","incongruent","ratings first","female",30,19,FALSE
260570330,5,5,"Race IAT","incongruent","ratings first","female",30,19,FALSE
260570330,6,5,"Race IAT","incongruent","ratings first","female",30,19,FALSE
334748437,1,4,"Flowers-Insects IAT","congruent","ratings first","male",27,13,FALSE
334748437,2,4,"Flowers-Insects IAT","congruent","ratings first","male",27,13,FALSE
334748437,3,4,"Flowers-Insects IAT","congruent","ratings first","male",27,13,FALSE
334748437,4,5,"Flowers-Insects IAT","congruent","ratings first","male",27,13,FALSE
334748437,5,5,"Flowers-Insects IAT","congruent","ratings first","male",27,13,FALSE
334748437,6,5,"Flowers-Insects IAT","congruent","ratings first","male",27,13,FALSE
332786361,1,4,"Race IAT","congruent","ratings first","female",51,19,FALSE
332786361,2,5,"Race IAT","congruent","ratings first","female",51,19,FALSE
332786361,3,5,"Race IAT","congruent","ratings first","female",51,19,FALSE
332786361,4,5,"Race IAT","congruent","ratings first","female",51,19,FALSE
332786361,5,4,"Race IAT","congruent","ratings first","female",51,19,FALSE
332786361,6,6,"Race IAT","congruent","ratings first","female",51,19,FALSE
942657512,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,17,FALSE
942657512,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,17,FALSE
942657512,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,17,FALSE
942657512,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,17,FALSE
942657512,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,17,FALSE
942657512,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",22,17,FALSE
857298266,1,4,"Race IAT","incongruent","ratings first","male",39,18,FALSE
857298266,2,4,"Race IAT","incongruent","ratings first","male",39,18,FALSE
857298266,3,4,"Race IAT","incongruent","ratings first","male",39,18,FALSE
857298266,4,4,"Race IAT","incongruent","ratings first","male",39,18,FALSE
857298266,5,4,"Race IAT","incongruent","ratings first","male",39,18,FALSE
857298266,6,4,"Race IAT","incongruent","ratings first","male",39,18,FALSE
348708304,1,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",33,12,FALSE
348708304,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",33,12,FALSE
348708304,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",33,12,FALSE
348708304,4,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",33,12,FALSE
348708304,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",33,12,FALSE
348708304,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",33,12,FALSE
244572713,1,7,"Race IAT","congruent","ratings first","female",26,19,FALSE
244572713,2,7,"Race IAT","congruent","ratings first","female",26,19,FALSE
244572713,3,7,"Race IAT","congruent","ratings first","female",26,19,FALSE
244572713,4,7,"Race IAT","congruent","ratings first","female",26,19,FALSE
244572713,5,7,"Race IAT","congruent","ratings first","female",26,19,FALSE
244572713,6,7,"Race IAT","congruent","ratings first","female",26,19,FALSE
365107000,1,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",27,22,FALSE
365107000,2,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",27,22,FALSE
365107000,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",27,22,FALSE
