"participant","item","accuracy","response_categorisation","rt","trial_type","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials"
906784166,"GunBlack",1,"Hit",788,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",766,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",518,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",843,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",0,"FA",750,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",0,"Miss",754,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",550,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",589,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",736,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",726,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",659,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",611,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",574,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",593,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",0,"Miss",598,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",683,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",651,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",666,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",568,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",758,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",0,"Miss",555,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",509,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",618,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",668,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",697,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",644,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",751,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",824,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",683,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",600,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",642,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"GunBlack",1,"Hit",688,"gun","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",644,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",683,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
906784166,"ObjectBlack",1,"CR",799,"object","Flowers-Insects IAT","incongruent","ratings first","female",47,15,FALSE
398489489,"ObjectBlack",1,"CR",738,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",623,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",632,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",622,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",812,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",546,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",592,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",623,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",648,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",681,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",698,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",537,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",718,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",648,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",750,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",628,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",639,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",712,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",592,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",539,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",528,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",739,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",606,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",736,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",627,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",722,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",559,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",591,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",727,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",0,"Miss",562,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",0,"Miss",632,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",661,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",671,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",670,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",759,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",0,"Miss",733,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",631,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",809,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",713,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",599,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",646,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",771,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",751,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",751,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",749,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",687,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",795,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",679,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",643,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",720,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",512,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",674,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",769,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",661,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",651,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",668,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",599,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",717,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",0,"Miss",684,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",640,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",610,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",670,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",670,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",732,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",759,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",759,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",625,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",768,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",780,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",1,"Hit",716,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",0,"FA",624,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"ObjectBlack",1,"CR",645,"object","Race IAT","congruent","ratings first","female",32,15,FALSE
398489489,"GunBlack",0,"Miss",740,"gun","Race IAT","congruent","ratings first","female",32,15,FALSE
169236538,"ObjectBlack",1,"CR",670,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",631,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",663,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",0,"Miss",621,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",764,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",797,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",841,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",656,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",641,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",746,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",689,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",811,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",699,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",670,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",715,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",587,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",717,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",531,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",584,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",587,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",696,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",750,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",742,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",731,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",660,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",611,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",632,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",731,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",577,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",594,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",687,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",636,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",648,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",605,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",598,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",688,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",613,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",558,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",750,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",813,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",597,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",564,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",529,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",603,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",648,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",658,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",712,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",707,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",510,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",617,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",681,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",571,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",702,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",657,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",691,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",646,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",0,"Miss",696,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",554,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",604,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",554,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",571,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",0,"FA",578,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",603,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",703,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",795,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",708,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",563,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",570,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",617,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",693,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",658,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",652,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"ObjectBlack",1,"CR",794,"object","Race IAT","incongruent","ratings first","male",37,11,FALSE
169236538,"GunBlack",1,"Hit",709,"gun","Race IAT","incongruent","ratings first","male",37,11,FALSE
884258753,"GunBlack",1,"Hit",674,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",727,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",661,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",731,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",0,"FA",809,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",714,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",645,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",680,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",765,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",0,"FA",758,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",736,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",821,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",813,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",715,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",0,"Miss",782,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",774,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",770,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",729,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",846,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",838,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",719,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",782,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",0,"FA",698,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",668,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",747,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",726,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",741,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",0,"Miss",603,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",688,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",0,"FA",744,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",776,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",661,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",753,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",777,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",579,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",756,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",720,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",637,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",685,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",715,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",623,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",632,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",757,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",783,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",536,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",582,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",585,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",783,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",0,"FA",437,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",693,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",528,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",651,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",674,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",705,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",512,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",800,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",706,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",741,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",837,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",0,"FA",691,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",730,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",751,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",742,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",618,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",751,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",754,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",797,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"GunBlack",1,"Hit",777,"gun","Race IAT","congruent","ratings first","31",31,10,FALSE
884258753,"ObjectBlack",1,"CR",788,"object","Race IAT","congruent","ratings first","31",31,10,FALSE
174790887,"GunBlack",1,"Hit",699,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"ObjectBlack",1,"CR",644,"object","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",517,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"ObjectBlack",1,"CR",837,"object","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",583,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",0,"Miss",717,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",618,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"ObjectBlack",1,"CR",781,"object","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"ObjectBlack",1,"CR",613,"object","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",777,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",483,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",597,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",580,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"ObjectBlack",1,"CR",682,"object","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",0,"Miss",745,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"ObjectBlack",1,"CR",764,"object","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",574,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
174790887,"GunBlack",1,"Hit",482,"gun","Flowers-Insects IAT","congruent","SCIAT first","male",34,20,FALSE
