"subject","trialcode","values.itemnumber","correct","values.result","latency","Item","gun","Ethnicity","date","age_response","sex_response"
101,"GunBlack",7,1,"Hit",617,"bg07d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",10,1,"Hit",645,"bg10b","Gun","White",112615,21,"weiblich"
101,"GunBlack",18,1,"Hit",688,"bg18d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",10,1,"CR",702,"bg10a","Object","White",112615,21,"weiblich"
101,"ObjectWhite",5,1,"CR",830,"bg05a","Object","White",112615,21,"weiblich"
101,"GunWhite",14,1,"Hit",826,"bg14b","Gun","White",112615,21,"weiblich"
101,"ObjectBlack",3,1,"CR",821,"bg03c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectBlack",17,0,"Noresponse",850,"bg17c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",3,1,"CR",649,"bg03a","Object","White",112615,21,"weiblich"
101,"GunWhite",1,1,"Hit",718,"bg01b","Gun","White",112615,21,"weiblich"
101,"ObjectWhite",9,1,"CR",648,"bg09a","Object","White",112615,21,"weiblich"
101,"GunBlack",6,1,"Hit",655,"bg06d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"ObjectBlack",1,1,"CR",722,"bg01c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",13,1,"CR",765,"bg13a","Object","White",112615,21,"weiblich"
101,"GunBlack",10,0,"Miss",663,"bg10d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"ObjectBlack",5,1,"CR",837,"bg05c","Object","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",18,1,"Hit",740,"bg18b","Gun","White",112615,21,"weiblich"
101,"GunWhite",4,1,"Hit",712,"bg04b","Gun","White",112615,21,"weiblich"
101,"GunWhite",6,1,"Hit",682,"bg06b","Gun","White",112615,21,"weiblich"
101,"ObjectWhite",4,1,"CR",660,"bg04a","Object","White",112615,21,"weiblich"
101,"ObjectBlack",19,1,"CR",798,"bg19c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectBlack",2,1,"CR",758,"bg02c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",1,1,"CR",635,"bg01a","Object","White",112615,21,"weiblich"
101,"GunWhite",17,1,"Hit",626,"bg17b","Gun","White",112615,21,"weiblich"
101,"ObjectWhite",7,1,"CR",691,"bg07a","Object","White",112615,21,"weiblich"
101,"ObjectBlack",9,1,"CR",630,"bg09c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectBlack",20,1,"CR",667,"bg20c","Object","Arab-Muslim",112615,21,"weiblich"
101,"GunBlack",14,1,"Hit",773,"bg14d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",9,1,"Hit",647,"bg09b","Gun","White",112615,21,"weiblich"
101,"ObjectBlack",10,1,"CR",735,"bg10c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectBlack",6,1,"CR",773,"bg06c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",16,1,"CR",667,"bg16a","Object","White",112615,21,"weiblich"
101,"ObjectBlack",16,1,"CR",701,"bg16c","Object","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",12,0,"Noresponse",850,"bg12b","Gun","White",112615,21,"weiblich"
101,"GunBlack",11,1,"Hit",558,"bg11d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",5,1,"Hit",812,"bg05b","Gun","White",112615,21,"weiblich"
101,"ObjectBlack",8,1,"CR",728,"bg08c","Object","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",16,1,"Hit",764,"bg16b","Gun","White",112615,21,"weiblich"
101,"ObjectWhite",20,1,"CR",667,"bg20a","Object","White",112615,21,"weiblich"
101,"ObjectWhite",17,1,"CR",751,"bg17a","Object","White",112615,21,"weiblich"
101,"GunBlack",1,1,"Hit",568,"bg01d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",18,1,"CR",768,"bg18a","Object","White",112615,21,"weiblich"
101,"ObjectBlack",12,1,"CR",643,"bg12c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",14,1,"CR",771,"bg14a","Object","White",112615,21,"weiblich"
101,"ObjectBlack",15,1,"CR",674,"bg15c","Object","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",6,1,"CR",715,"bg06a","Object","White",112615,21,"weiblich"
101,"GunBlack",9,1,"Hit",642,"bg09d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",11,1,"Hit",604,"bg11b","Gun","White",112615,21,"weiblich"
101,"GunBlack",19,1,"Hit",681,"bg19d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"ObjectWhite",12,1,"CR",846,"bg12a","Object","White",112615,21,"weiblich"
101,"GunWhite",2,1,"Hit",658,"bg02b","Gun","White",112615,21,"weiblich"
101,"GunBlack",16,1,"Hit",613,"bg16d","Gun","Arab-Muslim",112615,21,"weiblich"
101,"GunWhite",3,1,"Hit",525,"bg03b","Gun","White",112615,21,"weiblich"
102,"ObjectBlack",16,1,"CR",631,"bg16c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",19,1,"CR",634,"bg19c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",3,1,"Hit",502,"bg03d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",10,1,"Hit",514,"bg10b","Gun","White",112615,21,"weiblich"
102,"GunBlack",15,1,"Hit",557,"bg15d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",2,1,"Hit",701,"bg02b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",18,1,"CR",608,"bg18a","Object","White",112615,21,"weiblich"
102,"GunBlack",12,1,"Hit",536,"bg12d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",17,1,"CR",735,"bg17a","Object","White",112615,21,"weiblich"
102,"GunWhite",6,1,"Hit",655,"bg06b","Gun","White",112615,21,"weiblich"
102,"ObjectBlack",17,1,"CR",713,"bg17c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",2,1,"CR",647,"bg02a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",20,1,"CR",643,"bg20c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",5,1,"Hit",797,"bg05d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",18,1,"Hit",603,"bg18b","Gun","White",112615,21,"weiblich"
102,"GunBlack",19,1,"Hit",691,"bg19d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",5,1,"CR",773,"bg05a","Object","White",112615,21,"weiblich"
102,"GunBlack",17,1,"Hit",570,"bg17d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",1,1,"Hit",553,"bg01b","Gun","White",112615,21,"weiblich"
102,"GunBlack",20,1,"Hit",636,"bg20d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",14,1,"CR",696,"bg14c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",11,1,"Hit",565,"bg11b","Gun","White",112615,21,"weiblich"
102,"GunWhite",14,1,"Hit",621,"bg14b","Gun","White",112615,21,"weiblich"
102,"GunBlack",6,1,"Hit",690,"bg06d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",3,1,"CR",662,"bg03c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",20,1,"CR",633,"bg20a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",8,1,"CR",609,"bg08c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",10,1,"CR",730,"bg10c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",7,1,"Hit",810,"bg07b","Gun","White",112615,21,"weiblich"
102,"ObjectBlack",5,1,"CR",700,"bg05c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",16,1,"CR",675,"bg16a","Object","White",112615,21,"weiblich"
102,"ObjectWhite",19,1,"CR",601,"bg19a","Object","White",112615,21,"weiblich"
102,"GunBlack",13,1,"Hit",488,"bg13d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",14,0,"Miss",748,"bg14d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",9,1,"CR",599,"bg09a","Object","White",112615,21,"weiblich"
102,"GunWhite",15,1,"Hit",478,"bg15b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",1,1,"CR",630,"bg01a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",12,1,"CR",663,"bg12c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",13,1,"CR",690,"bg13a","Object","White",112615,21,"weiblich"
102,"GunBlack",4,1,"Hit",513,"bg04d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",2,1,"Hit",650,"bg02d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",16,1,"Hit",628,"bg16b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",11,1,"CR",597,"bg11a","Object","White",112615,21,"weiblich"
102,"GunBlack",1,1,"Hit",514,"bg01d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",8,1,"Hit",476,"bg08b","Gun","White",112615,21,"weiblich"
102,"ObjectBlack",7,1,"CR",667,"bg07c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",5,1,"Hit",776,"bg05b","Gun","White",112615,21,"weiblich"
102,"GunWhite",4,1,"Hit",466,"bg04b","Gun","White",112615,21,"weiblich"
102,"ObjectBlack",2,0,"FA",484,"bg02c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",18,1,"CR",648,"bg18c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",10,1,"CR",643,"bg10a","Object","White",112615,21,"weiblich"
102,"GunWhite",9,1,"Hit",535,"bg09b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",3,1,"CR",655,"bg03a","Object","White",112615,21,"weiblich"
102,"GunWhite",13,1,"Hit",588,"bg13b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",12,1,"CR",590,"bg12a","Object","White",112615,21,"weiblich"
102,"GunBlack",11,1,"Hit",486,"bg11d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",4,1,"CR",635,"bg04a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",15,1,"CR",578,"bg15c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",6,1,"CR",765,"bg06c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",13,1,"CR",654,"bg13c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",8,1,"CR",590,"bg08a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",9,1,"CR",559,"bg09c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",12,1,"Hit",790,"bg12b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",15,1,"CR",580,"bg15a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",11,1,"CR",538,"bg11c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",7,1,"CR",579,"bg07a","Object","White",112615,21,"weiblich"
102,"GunBlack",10,1,"Hit",685,"bg10d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",9,1,"Hit",530,"bg09d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",19,1,"Hit",478,"bg19b","Gun","White",112615,21,"weiblich"
102,"GunWhite",3,1,"Hit",497,"bg03b","Gun","White",112615,21,"weiblich"
102,"GunWhite",17,1,"Hit",504,"bg17b","Gun","White",112615,21,"weiblich"
102,"ObjectWhite",6,1,"CR",698,"bg06a","Object","White",112615,21,"weiblich"
102,"ObjectBlack",1,1,"CR",664,"bg01c","Object","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",16,1,"Hit",707,"bg16d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunWhite",20,1,"Hit",647,"bg20b","Gun","White",112615,21,"weiblich"
102,"GunBlack",7,1,"Hit",603,"bg07d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"GunBlack",18,1,"Hit",572,"bg18d","Gun","Arab-Muslim",112615,21,"weiblich"
102,"ObjectBlack",4,1,"CR",642,"bg04c","Object","Arab-Muslim",112615,21,"weiblich"
102,"ObjectWhite",14,1,"CR",735,"bg14a","Object","White",112615,21,"weiblich"
102,"GunBlack",8,1,"Hit",553,"bg08d","Gun","Arab-Muslim",112615,21,"weiblich"
105,"GunWhite",13,1,"Hit",698,"bg13b","Gun","White",120215,28,"weiblich"
105,"GunWhite",18,1,"Hit",697,"bg18b","Gun","White",120215,28,"weiblich"
105,"ObjectWhite",15,1,"CR",660,"bg15a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",8,1,"CR",590,"bg08a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",12,1,"CR",633,"bg12a","Object","White",120215,28,"weiblich"
105,"GunWhite",2,1,"Hit",582,"bg02b","Gun","White",120215,28,"weiblich"
105,"ObjectBlack",6,1,"CR",676,"bg06c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",10,1,"Hit",672,"bg10d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",12,1,"CR",695,"bg12c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",19,1,"Hit",614,"bg19d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",9,1,"Hit",509,"bg09d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",18,1,"CR",578,"bg18c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",16,1,"Hit",564,"bg16b","Gun","White",120215,28,"weiblich"
105,"GunWhite",12,1,"Hit",682,"bg12b","Gun","White",120215,28,"weiblich"
105,"GunBlack",4,1,"Hit",587,"bg04d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",11,1,"CR",579,"bg11c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",9,1,"CR",564,"bg09c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",19,1,"Hit",591,"bg19b","Gun","White",120215,28,"weiblich"
105,"ObjectWhite",18,1,"CR",618,"bg18a","Object","White",120215,28,"weiblich"
105,"ObjectBlack",17,1,"CR",596,"bg17c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",20,1,"CR",625,"bg20a","Object","White",120215,28,"weiblich"
105,"ObjectBlack",13,1,"CR",628,"bg13c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",13,1,"CR",684,"bg13a","Object","White",120215,28,"weiblich"
105,"GunBlack",2,1,"Hit",643,"bg02d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",5,0,"Miss",726,"bg05d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",14,1,"CR",714,"bg14c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",8,1,"CR",609,"bg08c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",6,1,"Hit",566,"bg06d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",4,1,"CR",646,"bg04a","Object","White",120215,28,"weiblich"
105,"GunBlack",8,1,"Hit",543,"bg08d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",16,1,"CR",652,"bg16a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",14,1,"CR",773,"bg14a","Object","White",120215,28,"weiblich"
105,"GunBlack",17,1,"Hit",687,"bg17d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",4,1,"Hit",536,"bg04b","Gun","White",120215,28,"weiblich"
105,"GunWhite",9,1,"Hit",583,"bg09b","Gun","White",120215,28,"weiblich"
105,"ObjectBlack",19,1,"CR",675,"bg19c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",5,1,"Hit",691,"bg05b","Gun","White",120215,28,"weiblich"
105,"ObjectWhite",6,1,"CR",653,"bg06a","Object","White",120215,28,"weiblich"
105,"GunWhite",17,1,"Hit",555,"bg17b","Gun","White",120215,28,"weiblich"
105,"GunBlack",7,1,"Hit",695,"bg07d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",14,1,"Hit",552,"bg14b","Gun","White",120215,28,"weiblich"
105,"GunWhite",6,1,"Hit",586,"bg06b","Gun","White",120215,28,"weiblich"
105,"GunBlack",18,1,"Hit",556,"bg18d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",5,1,"CR",801,"bg05a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",19,1,"CR",626,"bg19a","Object","White",120215,28,"weiblich"
105,"GunBlack",14,1,"Hit",606,"bg14d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",10,1,"CR",644,"bg10a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",1,1,"CR",596,"bg01a","Object","White",120215,28,"weiblich"
105,"GunWhite",7,1,"Hit",516,"bg07b","Gun","White",120215,28,"weiblich"
105,"GunBlack",3,1,"Hit",548,"bg03d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",3,1,"CR",627,"bg03a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",9,1,"CR",590,"bg09a","Object","White",120215,28,"weiblich"
105,"ObjectWhite",7,1,"CR",606,"bg07a","Object","White",120215,28,"weiblich"
105,"GunWhite",15,1,"Hit",631,"bg15b","Gun","White",120215,28,"weiblich"
105,"GunBlack",13,1,"Hit",561,"bg13d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",16,1,"CR",641,"bg16c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",20,1,"Hit",608,"bg20b","Gun","White",120215,28,"weiblich"
105,"GunBlack",16,1,"Hit",565,"bg16d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",5,1,"CR",688,"bg05c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",2,1,"CR",683,"bg02c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",8,1,"Hit",691,"bg08b","Gun","White",120215,28,"weiblich"
105,"ObjectBlack",20,1,"CR",633,"bg20c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",10,1,"CR",582,"bg10c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",3,1,"Hit",536,"bg03b","Gun","White",120215,28,"weiblich"
105,"ObjectBlack",7,1,"CR",628,"bg07c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",15,0,"Miss",688,"bg15d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",11,1,"Hit",841,"bg11d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",2,1,"CR",738,"bg02a","Object","White",120215,28,"weiblich"
105,"GunBlack",12,1,"Hit",550,"bg12d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",1,0,"Noresponse",850,"bg01c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",11,1,"Hit",531,"bg11b","Gun","White",120215,28,"weiblich"
105,"GunWhite",1,1,"Hit",559,"bg01b","Gun","White",120215,28,"weiblich"
105,"ObjectWhite",17,1,"CR",636,"bg17a","Object","White",120215,28,"weiblich"
105,"GunBlack",20,1,"Hit",657,"bg20d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"GunBlack",1,1,"Hit",578,"bg01d","Gun","Arab-Muslim",120215,28,"weiblich"
105,"ObjectWhite",11,1,"CR",569,"bg11a","Object","White",120215,28,"weiblich"
105,"ObjectBlack",4,1,"CR",600,"bg04c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",3,1,"CR",644,"bg03c","Object","Arab-Muslim",120215,28,"weiblich"
105,"ObjectBlack",15,1,"CR",539,"bg15c","Object","Arab-Muslim",120215,28,"weiblich"
105,"GunWhite",10,1,"Hit",550,"bg10b","Gun","White",120215,28,"weiblich"
106,"GunWhite",3,1,"Hit",509,"bg03b","Gun","White",120315,21,"weiblich"
106,"ObjectWhite",16,1,"CR",808,"bg16a","Object","White",120315,21,"weiblich"
106,"GunBlack",5,1,"Hit",559,"bg05d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",14,0,"FA",601,"bg14a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",3,1,"CR",627,"bg03a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",13,1,"CR",690,"bg13a","Object","White",120315,21,"weiblich"
106,"ObjectBlack",19,1,"CR",771,"bg19c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",4,1,"Hit",758,"bg04d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",20,1,"CR",684,"bg20c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",13,1,"Hit",545,"bg13d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",17,1,"Hit",540,"bg17d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",2,1,"CR",732,"bg02c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",12,1,"Hit",712,"bg12b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",9,1,"CR",643,"bg09c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",5,1,"CR",742,"bg05c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",12,1,"CR",712,"bg12c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",1,1,"Hit",500,"bg01d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",5,1,"CR",723,"bg05a","Object","White",120315,21,"weiblich"
106,"GunBlack",3,1,"Hit",523,"bg03d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",11,1,"Hit",561,"bg11d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",9,1,"Hit",505,"bg09b","Gun","White",120315,21,"weiblich"
106,"GunBlack",9,1,"Hit",623,"bg09d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",6,1,"Hit",595,"bg06d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",2,0,"Miss",714,"bg02b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",8,1,"CR",802,"bg08c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",20,1,"CR",671,"bg20a","Object","White",120315,21,"weiblich"
106,"ObjectBlack",6,1,"CR",754,"bg06c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",10,1,"Hit",666,"bg10d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",16,1,"Hit",649,"bg16d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",7,1,"Hit",830,"bg07b","Gun","White",120315,21,"weiblich"
106,"GunWhite",1,1,"Hit",522,"bg01b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",18,1,"CR",777,"bg18c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",4,1,"CR",722,"bg04c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",17,1,"CR",780,"bg17c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",18,1,"Hit",618,"bg18d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",8,1,"Hit",599,"bg08b","Gun","White",120315,21,"weiblich"
106,"ObjectWhite",11,1,"CR",689,"bg11a","Object","White",120315,21,"weiblich"
106,"GunWhite",19,1,"Hit",502,"bg19b","Gun","White",120315,21,"weiblich"
106,"ObjectWhite",1,1,"CR",690,"bg01a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",9,1,"CR",682,"bg09a","Object","White",120315,21,"weiblich"
106,"GunWhite",18,1,"Hit",662,"bg18b","Gun","White",120315,21,"weiblich"
106,"ObjectWhite",8,1,"CR",696,"bg08a","Object","White",120315,21,"weiblich"
106,"GunBlack",14,1,"Hit",587,"bg14d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",3,0,"Noresponse",850,"bg03c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",12,1,"Hit",734,"bg12d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",14,0,"Noresponse",850,"bg14c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",4,1,"CR",786,"bg04a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",19,1,"CR",743,"bg19a","Object","White",120315,21,"weiblich"
106,"GunBlack",7,1,"Hit",610,"bg07d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",10,1,"Hit",517,"bg10b","Gun","White",120315,21,"weiblich"
106,"ObjectWhite",18,1,"CR",674,"bg18a","Object","White",120315,21,"weiblich"
106,"GunWhite",15,1,"Hit",644,"bg15b","Gun","White",120315,21,"weiblich"
106,"GunBlack",8,1,"Hit",558,"bg08d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",12,1,"CR",673,"bg12a","Object","White",120315,21,"weiblich"
106,"GunWhite",13,1,"Hit",564,"bg13b","Gun","White",120315,21,"weiblich"
106,"GunWhite",16,1,"Hit",536,"bg16b","Gun","White",120315,21,"weiblich"
106,"GunBlack",15,1,"Hit",660,"bg15d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",1,1,"CR",672,"bg01c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",19,1,"Hit",589,"bg19d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",6,0,"Miss",672,"bg06b","Gun","White",120315,21,"weiblich"
106,"GunBlack",20,1,"Hit",528,"bg20d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",5,1,"Hit",623,"bg05b","Gun","White",120315,21,"weiblich"
106,"GunWhite",17,1,"Hit",511,"bg17b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",16,0,"Noresponse",850,"bg16c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectBlack",10,0,"Noresponse",850,"bg10c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",14,1,"Hit",516,"bg14b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",13,1,"CR",703,"bg13c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",17,0,"FA",484,"bg17a","Object","White",120315,21,"weiblich"
106,"GunWhite",11,1,"Hit",638,"bg11b","Gun","White",120315,21,"weiblich"
106,"GunWhite",4,1,"Hit",556,"bg04b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",15,1,"CR",635,"bg15c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",6,1,"CR",737,"bg06a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",7,1,"CR",688,"bg07a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",10,1,"CR",763,"bg10a","Object","White",120315,21,"weiblich"
106,"ObjectBlack",11,0,"Noresponse",850,"bg11c","Object","Arab-Muslim",120315,21,"weiblich"
106,"GunBlack",2,1,"Hit",611,"bg02d","Gun","Arab-Muslim",120315,21,"weiblich"
106,"GunWhite",20,1,"Hit",668,"bg20b","Gun","White",120315,21,"weiblich"
106,"ObjectBlack",7,1,"CR",680,"bg07c","Object","Arab-Muslim",120315,21,"weiblich"
106,"ObjectWhite",2,1,"CR",652,"bg02a","Object","White",120315,21,"weiblich"
106,"ObjectWhite",15,1,"CR",618,"bg15a","Object","White",120315,21,"weiblich"
