"date","time","group","subject","build","amp_recognition_response","amp_recognition_latency",""
"032217","17:07:43","602426240","352","4.0.10.0","Only black faces","11954",""
"032217","17:07:49","99716181","351","4.0.10.0","Only black faces","7553",""
"032217","17:07:23","283377603","344","4.0.10.0","Only black faces","6747",""
"032217","17:07:03","675306555","336","4.0.10.0","Both white and black faces","13663",""
"032217","17:06:49","200162753","342","4.0.10.0","Only black faces","12028",""
"032217","17:06:49","624912996","332","4.0.10.0","Both white and black faces","12701",""
"032217","17:06:43","834645231","330","4.0.10.0","Only black faces","9002",""
"032217","14:06:33","985827558","315","4.0.10.0","Only black faces","15985",""
"032217","12:06:33","404432104","356","4.0.10.0","Only black faces","10326",""
"032217","17:06:10","340593771","348","4.0.10.0","Only black faces","9854",""
"032217","17:05:39","788553145","324","4.0.10.0","Only black faces","10909",""
"032217","13:05:58","751669079","340","4.0.10.0","Only black faces","12092",""
"032217","13:05:36","831757518","305","4.0.10.0","Only black faces","6831",""
"032217","17:05:27","85989589","289","4.0.10.0","Only black faces","13259",""
"032217","17:05:28","3596478","298","4.0.10.0","Only black faces","7843",""
"032217","17:05:23","432369042","335","4.0.10.0","Only black faces","12330",""
"032217","17:05:21","58323088","333","4.0.10.0","Only black faces","7443",""
"032217","17:04:33","313103688","293","4.0.10.0","Only black faces","10873",""
"032217","17:03:47","175504699","294","4.0.10.0","Only black faces","13996",""
"032217","17:03:44","208081965","312","4.0.10.0","Only black faces","10601",""
"032217","17:03:44","292526545","338","4.0.10.0","Only black faces","4731",""
"032217","13:02:39","53206932","291","4.0.10.0","Only black faces","8802",""
"032217","17:02:01","432153334","308","4.0.10.0","Only black faces","11267",""
"032217","17:02:01","827101614","286","4.0.10.0","Only black faces","11442",""
"032217","12:01:52","955277487","316","4.0.10.0","Only black faces","13251",""
"032217","17:00:50","665861526","275","4.0.10.0","Only black faces","11824",""
"032217","17:00:53","623355760","278","4.0.10.0","Only black faces","10044",""
"032217","17:00:54","712804630","306","4.0.10.0","Only black faces","5425",""
"032217","17:00:11","964184413","290","4.0.10.0","I don't know","10844",""
"032217","16:59:37","355861634","274","4.0.10.0","Only black faces","9360",""
"032217","16:59:23","897161876","268","4.0.10.0","Only black faces","13325",""
"032217","09:59:20","565392025","297","4.0.10.0","Only black faces","13851",""
"032217","12:58:35","310098133","250","4.0.10.0","Only black faces","25712",""
"032217","16:58:52","288694496","292","4.0.10.0","I don't know","6401",""
"032217","16:58:36","39530859","282","4.0.10.0","Only black faces","8376",""
"032217","16:58:25","200756486","270","4.0.10.0","Only black faces","6398",""
"032217","16:58:16","454422012","266","4.0.10.0","Only black faces","9090",""
"032217","12:57:46","671091705","253","4.0.10.0","Only black faces","18753",""
"032217","12:56:56","94764717","246","4.0.10.0","Only black faces","24004",""
"032217","16:56:32","785908226","259","4.0.10.0","Only black faces","13610",""
"032217","16:56:45","772020976","263","4.0.10.0","I don't know","11647",""
"032217","16:56:41","350595581","258","4.0.10.0","Only black faces","7803",""
"032217","16:56:29","232385611","241","4.0.10.0","Only black faces","10224",""
"032217","16:56:19","390551718","272","4.0.10.0","Only black faces","7686",""
"032217","16:55:45","625043947","260","4.0.10.0","Only black faces","14129",""
"032217","16:55:50","282991324","248","4.0.10.0","I don't know","11471",""
"032217","12:55:27","544059322","245","4.0.10.0","Both white and black faces","11505",""
"032217","12:55:09","639661811","265","4.0.10.0","Only black faces","5306",""
"032217","16:54:39","352315515","255","4.0.10.0","Only black faces","9299",""
"032217","12:54:41","650336302","277","4.0.10.0","Only black faces","9062",""
"032217","16:54:37","629382845","240","4.0.10.0","Only black faces","12272",""
"032217","16:54:09","337291639","257","4.0.10.0","Only black faces","4518",""
"032217","16:53:56","659975036","242","4.0.10.0","Only black faces","7457",""
"032217","12:53:02","628388420","230","4.0.10.0","Only black faces","6912",""
"032217","11:51:55","403616931","221","4.0.10.0","Only black faces","18702",""
"032217","16:52:00","367630320","215","4.0.10.0","Only black faces","8070",""
"032217","16:52:12","782048052","226","4.0.10.0","Only black faces","13913",""
"032217","16:51:25","259150980","224","4.0.10.0","I don't know","14011",""
"032217","16:51:35","327354915","231","4.0.10.0","Only black faces","8312",""
"032217","16:50:53","761507257","220","4.0.10.0","Only black faces","11616",""
"032217","16:50:48","8776153","217","4.0.10.0","Only black faces","9875",""
"032217","11:49:52","116169538","229","4.0.10.0","I don't know","13366",""
"032217","12:49:53","969923224","236","4.0.10.0","Only black faces","8411",""
"032217","16:49:14","990351724","222","4.0.10.0","I don't know","6528",""
"032217","16:47:36","46340223","216","4.0.10.0","Both white and black faces","9143",""
"032217","11:46:27","403084569","214","4.0.10.0","Only black faces","11226",""
"032217","16:46:10","764933905","210","4.0.10.0","Both white and black faces","10672",""
"032217","16:45:49","54949726","181","4.0.10.0","I don't know","10018",""
"032217","12:45:23","125413066","204","4.0.10.0","I don't know","20450",""
"032217","16:45:06","836936536","125","4.0.10.0","Only black faces","17410",""
"032317","03:45:00","176321623","196","4.0.10.0","Only black faces","10063",""
"032217","16:45:00","699921695","212","4.0.10.0","Only black faces","9340",""
"032217","16:44:53","687115632","201","4.0.10.0","Only black faces","15280",""
"032217","16:44:41","101386071","197","4.0.10.0","Only black faces","17962",""
"032217","09:44:16","521992855","193","4.0.10.0","Both white and black faces","15019",""
"032217","16:44:26","770023549","208","4.0.10.0","Only black faces","6124",""
"032217","16:43:35","184244357","185","4.0.10.0","Only black faces","11225",""
"032217","16:42:49","721583113","194","4.0.10.0","Only black faces","10650",""
"032217","16:42:42","340086807","199","4.0.10.0","Only black faces","6807",""
"032217","12:41:41","857056186","188","4.0.10.0","Only black faces","10826",""
"032217","12:41:04","436937009","179","4.0.10.0","Only black faces","17600",""
"032217","16:39:08","876885519","175","4.0.10.0","I don't know","7277",""
"032217","12:37:21","9781844","176","4.0.10.0","Only black faces","14132",""
"032217","11:37:18","582281339","180","4.0.10.0","Both white and black faces","6246",""
"032217","16:36:29","938468880","173","4.0.10.0","I don't know","44438",""
"032217","16:33:27","718888439","147","4.0.10.0","Only black faces","6275",""
"032217","16:34:15","407698729","163","4.0.10.0","Only black faces","15744",""
"032217","12:34:01","403960655","165","4.0.10.0","Only black faces","13202",""
"032217","16:33:27","718888439","147","4.0.10.0","Only black faces","6275",""
"032217","16:32:57","630148509","152","4.0.10.0","Only black faces","27859",""
"032217","12:33:00","251817996","162","4.0.10.0","Only black faces","7687",""
"032217","12:32:56","517135870","153","4.0.10.0","Only black faces","8180",""
"032217","12:32:33","329258865","154","4.0.10.0","Only black faces","8207",""
"032217","16:32:09","566400690","156","4.0.10.0","Only black faces","5970",""
"032217","16:32:08","317545168","159","4.0.10.0","Only black faces","7256",""
"032217","16:31:46","705546033","151","4.0.10.0","Only black faces","7821",""
"032217","16:31:59","378053564","157","4.0.10.0","Both white and black faces","7059",""
"032217","11:31:00","525576683","137","4.0.10.0","Both white and black faces","10225",""
"032217","16:30:28","684596069","150","4.0.10.0","Only black faces","7917",""
"032217","09:29:51","428123","123","4.0.10.0","Both white and black faces","8541",""
"032217","16:29:22","909881806","140","4.0.10.0","Only black faces","15966",""
"032217","12:29:20","851040900","138","4.0.10.0","Only black faces","19103",""
"032217","16:28:34","494906002","120","4.0.10.0","Both white and black faces","10785",""
"032217","16:28:23","520397083","139","4.0.10.0","Only black faces","6274",""
"032217","12:26:45","665067018","136","4.0.10.0","I don't know","7451",""
"032217","17:25:45","779805706","124","4.0.10.0","Only black faces","15455",""
"032217","09:24:18","794066166","127","4.0.10.0","I don't know","11126",""
"032217","16:24:00","94250163","128","4.0.10.0","Only black faces","8074",""
"032217","11:23:18","70674624","104","4.0.10.0","I don't know","11038",""
"032217","16:22:39","628087067","111","4.0.10.0","Both white and black faces","13311",""
"032217","16:20:11","744461910","116","4.0.10.0","Both white and black faces","19297",""
"032217","16:20:00","882640662","107","4.0.10.0","Only black faces","11576",""
"032217","12:19:29","395126548","121","4.0.10.0","Both white and black faces","5018",""
"032217","16:17:03","226383563","108","4.0.10.0","Only black faces","7791",""
"032217","16:16:27","668462660","98","4.0.10.0","Only black faces","9998",""
"032217","11:15:55","39580245","102","4.0.10.0","Only black faces","4513",""
"032217","16:15:33","465170730","100","4.0.10.0","Only black faces","7027",""
"032217","12:14:45","374966987","97","4.0.10.0","Only black faces","9214",""
"032217","16:13:55","621343001","96","4.0.10.0","I don't know","14080",""
"032217","16:10:33","190994506","89","4.0.10.0","Only black faces","6963",""
"032217","12:10:27","142823659","94","4.0.10.0","Only black faces","9347",""
"032217","16:09:27","600226388","87","4.0.10.0","Only black faces","7839",""
"032217","09:07:42","878425705","86","4.0.10.0","Only black faces","12158",""
"032217","12:07:21","24717799","84","4.0.10.0","","4836",""
"032217","16:05:09","26027014","80","4.0.10.0","Only black faces","12386",""
"032217","11:04:46","945499976","83","4.0.10.0","Only black faces","9378",""
"032217","10:01:25","794445062","77","4.0.10.0","Only black faces","6018",""
"032217","16:01:19","681072343","75","4.0.10.0","Only black faces","9808",""
"032217","09:00:41","575947183","76","4.0.10.0","Both white and black faces","13796",""
"032217","11:59:44","563695355","79","4.0.10.0","Only black faces","10502",""
"032217","10:59:19","564494295","78","4.0.10.0","Only black faces","7005",""
"032217","11:56:59","797376124","73","4.0.10.0","Only black faces","8471",""
"032217","10:55:04","471345229","72","4.0.10.0","Only black faces","9145",""
"032217","15:54:48","785726054","69","4.0.10.0","Both white and black faces","12463",""
"032217","15:53:05","858730035","68","4.0.10.0","Only black faces","21780",""
"032217","15:53:03","956229862","65","4.0.10.0","Only black faces","10669",""
"032217","15:48:17","748214932","64","4.0.10.0","Both white and black faces","7746",""
"032217","11:47:45","153268823","53","4.0.10.0","Only black faces","11054",""
"032217","09:45:01","332942010","59","4.0.10.0","Only black faces","12244",""
"032217","15:43:57","130687404","37","4.0.10.0","Only black faces","32433",""
"032217","10:40:37","868748964","52","4.0.10.0","Both white and black faces","4992",""
"032217","15:38:14","327855040","44","4.0.10.0","Only black faces","14322",""
"032217","11:35:50","900150213","36","4.0.10.0","Only black faces","7252",""
"032217","15:34:00","63725932","39","4.0.10.0","Both white and black faces","11739",""
"032217","15:22:14","83875710","33","4.0.10.0","Only black faces","12793",""
"032217","15:20:41","365634742","32","4.0.10.0","Only black faces","14319",""
"032217","15:12:12","368033244","29","4.0.10.0","Only black faces","11104",""
"032217","11:10:15","975057081","23","4.0.10.0","Only black faces","9249",""
"032217","11:09:41","264899152","26","4.0.10.0","I don't know","12436",""
"032217","15:03:24","27020063","24","4.0.10.0","Both white and black faces","10493",""
"032217","14:58:22","309113069","22","4.0.10.0","Only black faces","11592",""
"032217","14:52:35","287674406","21","4.0.10.0","I don't know","11171",""
"032217","14:41:41","848339899","16","4.0.10.0","Only black faces","18735",""
"032217","10:38:28","176397369","18","4.0.10.0","Both white and black faces","7579",""
"032317","01:38:23","843892305","15","4.0.10.0","Only black faces","12558",""
"032217","14:37:19","913618687","13","4.0.10.0","Only black faces","12835",""
"032217","15:28:20","388696934","12","4.0.10.0","Only black faces","10385",""
"032217","10:11:20","380013848","8","4.0.10.0","I don't know","15354",""
"032217","14:04:24","654748540","7","4.0.10.0","Only black faces","15256",""
"032217","13:33:29","553384046","4","4.0.10.0","Only black faces","12110",""
"032217","13:37:58","896970303","3","4.0.10.0","","127",""
"031017","19:33:30","34681560","2","4.0.10.0","","696",""
"031017","19:32:45","167025997","1","4.0.10.0","","1016",""
