"script.startdate","script.starttime","script.subjectid","script.groupid","script.elapsedtime","values.completed","expressions.m1","expressions.sd1","expressions.m2","expressions.sd2","expressions.d","expressions.latdiff","expressions.percentcorrect"
"122116","13:21:40","14","14","278247","1","722.0724637681159947533","697.7510157397833836512","717.1285714285713766003","814.0515050013917743854","-0.0065411977088583404","-4.943892339544618153","90.7142857142857081953"
"122116","18:15:24","12","12","131411","1","605.9857142857142662251","214.5207326122510380628","542.5571428571428214127","186.9526511949480322983","-0.3124636352418177498","-63.4285714285714448124","97.1428571428571387969"
"122116","13:07:11","10","10","177073","1","678.3857142857142434877","252.3953244276936800361","715.0142857142857337749","457.6511389807218392889","0.0993490003380873149","36.6285714285714902871","96.4285714285714306016"
"122116","18:03:03","13","13","157692","1","649.3714285714286233997","184.1193824612975902255","651.328571428571422075","213.1187136981743037722","0.0098630216906603115","1.9571428571427986753","95.7142857142857224062"
"122116","17:41:11","6","6","155752","1","624.0857142857142889625","252.1630334627472507236","656.4428571428571785873","225.3607501360058904538","0.1354827628530962669","32.3571428571428896248","95"
"122116","17:40:12","3","3","164029","1","720.3714285714286233997","333.1343538612720180936","697.9714285714285324502","195.533604467852342168","-0.0822354512551232708","-22.4000000000000909495","97.8571428571428469922"
"122116","17:39:05","4","4","177758","1","828.5857142857142889625","336.9912695233953172647","719.5","367.0386683415945299203","-0.3070176905926534916","-109.0857142857142889625","91.4285714285714306016"
"122116","17:39:06","5","5","171445","1","775.0857142857142889625","258.4910360824716235584","802.1428571428571103752","367.3993714429108194963","0.0854092831746947057","27.0571428571428569398","87.8571428571428612031"
"122116","17:39:20","8","8","139649","1","614.5142857142857337749","171.4182733276758483498","592.6857142857143116998","155.2681218023617759627","-0.1336543623810348136","-21.828571428571422075","97.8571428571428469922"
"122116","17:38:31","2","2","142334","1","598.1571428571428441501","157.1098236501162830336","654","201.9205612201943722539","0.3061205530307459233","55.8428571428571558499","92.8571428571428612031"
"122116","17:38:13","7","7","136646","1","609.0714285714285551876","157.9379185894395334344","557.6428571428571103752","82.2928731861132547465","-0.4014655208980545398","-51.4285714285714448124","99.2857142857142918047"
