"participant","block","trial_n","rt","accuracy","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials","SCIAT_exclude_based_on_fast_trials"
202,"compatible",67,548,1,"Race IAT","incongruent","ratings first","male",40,13,FALSE,FALSE
202,"compatible",68,1327,0,"Race IAT","incongruent","ratings first","male",40,13,FALSE,FALSE
202,"compatible",69,503,1,"Race IAT","incongruent","ratings first","male",40,13,FALSE,FALSE
202,"compatible",70,700,1,"Race IAT","incongruent","ratings first","male",40,13,FALSE,FALSE
205,"compatible",1,1374,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",2,762,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",3,748,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",4,662,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",5,572,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",6,765,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",7,622,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",8,700,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",9,732,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",10,827,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",11,708,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",12,651,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",13,505,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",14,640,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",15,1250,0,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",16,943,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",17,615,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",18,740,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",19,640,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",20,529,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",21,680,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",22,623,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",23,928,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",24,598,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",25,646,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",26,1007,0,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",27,665,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",28,976,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",29,672,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",30,623,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",31,705,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",32,526,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",33,1053,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",34,613,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",35,694,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",36,625,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",37,471,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",38,621,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",39,847,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",40,645,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",41,492,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",42,540,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",43,544,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",44,664,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",45,550,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",46,611,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",47,736,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",48,568,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",49,559,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",50,1612,0,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",51,1839,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",52,629,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",53,566,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",54,1037,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",55,577,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",56,807,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",57,661,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",58,459,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",59,685,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",60,530,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",61,477,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",62,568,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",63,652,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",64,428,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",65,561,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",66,636,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",67,574,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",68,659,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",69,601,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"compatible",70,560,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",1,578,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",2,1055,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",3,543,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",4,504,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",5,501,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",6,547,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",7,656,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",8,514,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",9,572,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",10,747,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",11,694,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",12,678,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",13,1224,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",14,598,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",15,840,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",16,741,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",17,1287,0,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",18,1134,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",19,1096,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",20,644,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",21,628,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",22,890,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",23,992,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",24,679,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",25,952,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",26,743,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",27,616,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",28,1142,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",29,756,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",30,696,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",31,663,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",32,598,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",33,652,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",34,646,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",35,724,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",36,587,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",37,576,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",38,623,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",39,613,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",40,1773,0,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",41,749,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",42,844,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",43,649,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",44,599,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",45,552,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",46,565,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",47,737,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",48,609,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",49,780,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",50,1033,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",51,625,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",52,525,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",53,1063,0,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",54,664,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",55,760,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",56,605,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",57,640,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",58,545,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",59,620,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",60,522,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",61,594,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",62,601,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",63,594,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",64,686,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",65,560,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",66,698,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",67,548,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",68,607,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",69,564,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
205,"incompatible",70,579,1,"Flowers-Insects IAT","congruent","ratings first","male",33,16,FALSE,FALSE
206,"incompatible",1,640,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",2,599,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",3,558,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",4,791,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",5,615,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",6,798,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",7,750,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",8,631,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",9,624,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",10,724,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",11,686,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",12,595,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",13,690,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",14,599,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",15,574,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",16,814,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",17,430,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",18,692,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",19,528,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",20,610,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",21,706,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",22,485,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",23,529,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",24,531,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",25,485,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",26,505,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",27,524,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",28,583,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",29,513,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",30,609,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",31,601,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",32,536,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",33,490,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",34,495,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",35,497,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",36,557,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",37,638,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",38,668,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",39,449,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",40,686,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",41,658,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",42,631,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",43,542,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",44,591,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",45,527,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",46,689,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",47,621,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",48,532,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",49,454,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",50,579,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",51,619,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",52,602,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",53,521,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",54,475,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",55,480,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",56,540,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",57,510,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",58,465,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",59,461,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",60,626,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",61,481,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",62,509,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",63,545,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",64,483,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",65,486,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",66,450,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",67,455,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",68,460,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",69,745,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"incompatible",70,524,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",1,537,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",2,523,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",3,437,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",4,515,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",5,470,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",6,466,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",7,478,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",8,420,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",9,969,0,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",10,521,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",11,828,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",12,507,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",13,454,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",14,435,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",15,497,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",16,549,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",17,445,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",18,483,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",19,591,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",20,567,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",21,959,0,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",22,616,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",23,457,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",24,491,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",25,535,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",26,433,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",27,469,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",28,507,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",29,598,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",30,557,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",31,582,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",32,502,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",33,466,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",34,486,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",35,521,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",36,556,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",37,566,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",38,494,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",39,1001,0,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",40,521,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",41,643,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",42,849,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",43,483,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",44,466,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",45,567,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",46,511,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",47,674,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",48,463,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",49,500,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",50,671,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",51,477,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",52,464,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
206,"compatible",53,861,1,"Flowers-Insects IAT","incongruent","ratings first","male",36,18,FALSE,FALSE
