"participant","block","trial_n","rt","accuracy","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials","SCIAT_exclude_based_on_fast_trials"
140,"incompatible",70,889,0,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",1,794,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",2,689,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",3,675,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",4,983,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",5,637,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",6,650,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",7,550,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",8,710,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",9,608,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",10,622,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",11,643,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",12,632,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",13,1021,0,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",14,738,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",15,899,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",16,669,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",17,553,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",18,729,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",19,610,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",20,520,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",21,713,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",22,555,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",23,547,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",24,508,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",25,534,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",26,567,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",27,694,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",28,505,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",29,995,0,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",30,657,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",31,1117,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",32,694,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",33,521,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",34,1018,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",35,616,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",36,598,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",37,581,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",38,468,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",39,543,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",40,488,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",41,514,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",42,628,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",43,554,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",44,546,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",45,499,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",46,461,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",47,593,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",48,656,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",49,580,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",50,539,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",51,676,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",52,655,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",53,459,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",54,712,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",55,481,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",56,477,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",57,616,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",58,485,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",59,504,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",60,938,0,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",61,714,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",62,796,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",63,731,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",64,460,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",65,696,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",66,579,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",67,618,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",68,607,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",69,581,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
140,"compatible",70,717,1,"Race IAT","incongruent","SCIAT first","male",57,23,FALSE,FALSE
142,"incompatible",1,645,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",2,571,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",3,559,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",4,676,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",5,578,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",6,430,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",7,466,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",8,444,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",9,435,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",10,514,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",11,580,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",12,586,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",13,555,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",14,489,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",15,435,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",16,445,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",17,382,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",18,563,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",19,582,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",20,657,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",21,549,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",22,476,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",23,460,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",24,553,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",25,508,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",26,521,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",27,432,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",28,588,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",29,579,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",30,555,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",31,570,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",32,558,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",33,550,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",34,471,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",35,424,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",36,390,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",37,369,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",38,358,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",39,509,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",40,549,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",41,529,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",42,563,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",43,537,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",44,444,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",45,383,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",46,631,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",47,941,0,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",48,493,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",49,517,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",50,672,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",51,551,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",52,540,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",53,606,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",54,580,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",55,632,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",56,582,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",57,654,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",58,523,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",59,579,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",60,425,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",61,589,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",62,605,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",63,550,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",64,489,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",65,467,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",66,438,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",67,552,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",68,553,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",69,722,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"incompatible",70,604,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",1,658,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",2,415,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",3,417,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",4,430,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",5,934,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",6,465,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",7,668,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",8,399,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",9,443,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",10,699,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",11,430,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",12,479,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",13,896,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",14,813,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",15,428,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",16,559,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",17,427,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",18,633,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",19,523,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",20,527,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",21,464,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",22,544,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",23,430,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",24,444,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",25,462,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",26,685,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",27,535,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",28,577,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",29,410,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",30,603,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",31,598,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",32,524,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",33,488,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",34,474,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",35,603,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",36,655,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",37,653,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",38,584,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",39,691,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",40,633,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",41,557,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",42,508,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",43,513,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",44,666,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",45,596,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",46,670,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",47,1781,0,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",48,1509,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",49,668,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",50,566,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",51,508,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",52,1002,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",53,667,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",54,922,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",55,645,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",56,516,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",57,797,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",58,506,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",59,591,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",60,629,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",61,482,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",62,558,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",63,781,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",64,464,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",65,559,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",66,477,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",67,515,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",68,582,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",69,633,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
142,"compatible",70,628,1,"Flowers-Insects IAT","incongruent","ratings first","male",32,23,FALSE,FALSE
143,"compatible",1,2041,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",2,1155,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",3,1731,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",4,1486,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",5,970,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",6,894,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",7,699,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",8,584,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",9,1334,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",10,1323,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",11,941,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",12,1395,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",13,683,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",14,869,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",15,1685,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",16,768,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",17,634,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",18,842,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",19,941,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",20,658,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",21,472,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",22,768,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",23,746,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",24,410,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",25,677,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",26,1213,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",27,1010,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",28,677,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",29,733,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",30,1377,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",31,719,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",32,738,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",33,647,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",34,656,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",35,615,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",36,564,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",37,535,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",38,700,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",39,665,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",40,663,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",41,596,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",42,748,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",43,660,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",44,937,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",45,887,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",46,937,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",47,702,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",48,1804,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",49,774,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",50,628,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",51,756,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",52,1123,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",53,918,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",54,934,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",55,859,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",56,713,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",57,617,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",58,742,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
143,"compatible",59,939,1,"Flowers-Insects IAT","congruent","SCIAT first","female",63,18,FALSE,FALSE
