"build","date","time","subject","blockcode","blocknum","trialcode","trialnum","stimulusitem1","response"
"4.0.10.0","020718","20:24:12","182940083","ratings","1","images","1","bm23_nc.jpg","3"
"4.0.10.0","020718","20:24:12","182940083","ratings","1","images","2","bf14_nc.jpg","4"
"4.0.10.0","020718","20:24:12","182940083","ratings","1","images","3","bf23_nc.jpg","4"
"4.0.10.0","020718","20:24:12","182940083","ratings","1","images","4","bm14_nc.jpg","3"
"4.0.10.0","020718","20:24:12","182940083","ratings","1","images","5","bm56_nc.jpg","4"
"4.0.10.0","020718","20:24:12","182940083","ratings","1","images","6","bf56_nc.jpg","5"
"4.0.10.0","020718","20:21:57","681508303","ratings","1","images","1","bm14_nc.jpg","4"
"4.0.10.0","020718","20:21:57","681508303","ratings","1","images","2","bf14_nc.jpg","5"
"4.0.10.0","020718","20:21:57","681508303","ratings","1","images","3","bf56_nc.jpg","5"
"4.0.10.0","020718","20:21:57","681508303","ratings","1","images","4","bm23_nc.jpg","4"
"4.0.10.0","020718","20:21:57","681508303","ratings","1","images","5","bm56_nc.jpg","3"
"4.0.10.0","020718","20:21:57","681508303","ratings","1","images","6","bf23_nc.jpg","5"
"4.0.10.0","020718","20:21:24","57250160","ratings","1","images","1","bf23_nc.jpg","4"
"4.0.10.0","020718","20:21:24","57250160","ratings","1","images","2","bf14_nc.jpg","5"
"4.0.10.0","020718","20:21:24","57250160","ratings","1","images","3","bf56_nc.jpg","4"
"4.0.10.0","020718","20:21:24","57250160","ratings","1","images","4","bm56_nc.jpg","5"
"4.0.10.0","020718","20:21:24","57250160","ratings","1","images","5","bm23_nc.jpg","5"
"4.0.10.0","020718","20:21:24","57250160","ratings","1","images","6","bm14_nc.jpg","4"
"4.0.10.0","020718","20:19:28","563591600","ratings","1","images","1","bf14_nc.jpg","4"
"4.0.10.0","020718","20:19:28","563591600","ratings","1","images","2","bf56_nc.jpg","4"
"4.0.10.0","020718","20:19:28","563591600","ratings","1","images","3","bm23_nc.jpg","4"
"4.0.10.0","020718","20:19:28","563591600","ratings","1","images","4","bm14_nc.jpg","4"
"4.0.10.0","020718","20:19:28","563591600","ratings","1","images","5","bm56_nc.jpg","4"
"4.0.10.0","020718","20:19:28","563591600","ratings","1","images","6","bf23_nc.jpg","4"
"4.0.10.0","020718","12:16:26","7205392","ratings","1","images","1","bm14_nc.jpg","5"
"4.0.10.0","020718","12:16:26","7205392","ratings","1","images","2","bm23_nc.jpg","6"
"4.0.10.0","020718","12:16:26","7205392","ratings","1","images","3","bm56_nc.jpg","3"
"4.0.10.0","020718","12:16:26","7205392","ratings","1","images","4","bf56_nc.jpg","2"
"4.0.10.0","020718","12:16:26","7205392","ratings","1","images","5","bf14_nc.jpg","1"
"4.0.10.0","020718","12:16:26","7205392","ratings","1","images","6","bf23_nc.jpg","3"
"4.0.10.0","020718","14:15:52","730072246","ratings","1","images","1","bm56_nc.jpg","2"
"4.0.10.0","020718","14:15:52","730072246","ratings","1","images","2","bm23_nc.jpg","2"
