"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","exclude"
347,6,5,"Race IAT","congruent","SCIAT first","female",28,18,"Both white and black faces",FALSE,FALSE
376,1,2,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,20,"Only black faces",FALSE,FALSE
376,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,20,"Only black faces",FALSE,FALSE
376,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,20,"Only black faces",FALSE,FALSE
376,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,20,"Only black faces",FALSE,FALSE
376,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,20,"Only black faces",FALSE,FALSE
376,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,20,"Only black faces",FALSE,FALSE
386,1,4,"Race IAT","incongruent","ratings first","female",28,19,"Only black faces",FALSE,FALSE
386,2,4,"Race IAT","incongruent","ratings first","female",28,19,"Only black faces",FALSE,FALSE
386,3,4,"Race IAT","incongruent","ratings first","female",28,19,"Only black faces",FALSE,FALSE
386,4,4,"Race IAT","incongruent","ratings first","female",28,19,"Only black faces",FALSE,FALSE
386,5,4,"Race IAT","incongruent","ratings first","female",28,19,"Only black faces",FALSE,FALSE
386,6,4,"Race IAT","incongruent","ratings first","female",28,19,"Only black faces",FALSE,FALSE
343,1,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,14,"Only black faces",FALSE,FALSE
343,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,14,"Only black faces",FALSE,FALSE
343,3,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,14,"Only black faces",FALSE,FALSE
343,4,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,14,"Only black faces",FALSE,FALSE
343,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",48,14,"Only black faces",FALSE,FALSE
343,6,7,"Flowers-Insects IAT","congruent","SCIAT first","female",48,14,"Only black faces",FALSE,FALSE
389,1,4,"Flowers-Insects IAT","congruent","ratings first","female",33,13,"Both white and black faces",FALSE,FALSE
389,2,4,"Flowers-Insects IAT","congruent","ratings first","female",33,13,"Both white and black faces",FALSE,FALSE
389,3,4,"Flowers-Insects IAT","congruent","ratings first","female",33,13,"Both white and black faces",FALSE,FALSE
389,4,4,"Flowers-Insects IAT","congruent","ratings first","female",33,13,"Both white and black faces",FALSE,FALSE
389,5,4,"Flowers-Insects IAT","congruent","ratings first","female",33,13,"Both white and black faces",FALSE,FALSE
389,6,5,"Flowers-Insects IAT","congruent","ratings first","female",33,13,"Both white and black faces",FALSE,FALSE
364,1,3,"Race IAT","incongruent","SCIAT first","male",26,14,"Both white and black faces",FALSE,FALSE
364,2,5,"Race IAT","incongruent","SCIAT first","male",26,14,"Both white and black faces",FALSE,FALSE
364,3,5,"Race IAT","incongruent","SCIAT first","male",26,14,"Both white and black faces",FALSE,FALSE
364,4,5,"Race IAT","incongruent","SCIAT first","male",26,14,"Both white and black faces",FALSE,FALSE
364,5,3,"Race IAT","incongruent","SCIAT first","male",26,14,"Both white and black faces",FALSE,FALSE
364,6,2,"Race IAT","incongruent","SCIAT first","male",26,14,"Both white and black faces",FALSE,FALSE
381,1,3,"Flowers-Insects IAT","congruent","ratings first","female",19,14,"Only black faces",FALSE,FALSE
381,2,3,"Flowers-Insects IAT","congruent","ratings first","female",19,14,"Only black faces",FALSE,FALSE
381,3,4,"Flowers-Insects IAT","congruent","ratings first","female",19,14,"Only black faces",FALSE,FALSE
381,4,3,"Flowers-Insects IAT","congruent","ratings first","female",19,14,"Only black faces",FALSE,FALSE
381,5,5,"Flowers-Insects IAT","congruent","ratings first","female",19,14,"Only black faces",FALSE,FALSE
381,6,3,"Flowers-Insects IAT","congruent","ratings first","female",19,14,"Only black faces",FALSE,FALSE
352,1,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",38,12,"Only black faces",FALSE,FALSE
352,2,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",38,12,"Only black faces",FALSE,FALSE
352,3,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",38,12,"Only black faces",FALSE,FALSE
352,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",38,12,"Only black faces",FALSE,FALSE
352,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",38,12,"Only black faces",FALSE,FALSE
352,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",38,12,"Only black faces",FALSE,FALSE
351,1,4,"Flowers-Insects IAT","congruent","SCIAT first","male",24,14,"Only black faces",FALSE,FALSE
351,2,5,"Flowers-Insects IAT","congruent","SCIAT first","male",24,14,"Only black faces",FALSE,FALSE
351,3,5,"Flowers-Insects IAT","congruent","SCIAT first","male",24,14,"Only black faces",FALSE,FALSE
351,4,6,"Flowers-Insects IAT","congruent","SCIAT first","male",24,14,"Only black faces",FALSE,FALSE
351,5,6,"Flowers-Insects IAT","congruent","SCIAT first","male",24,14,"Only black faces",FALSE,FALSE
351,6,6,"Flowers-Insects IAT","congruent","SCIAT first","male",24,14,"Only black faces",FALSE,FALSE
336,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",53,15,"Both white and black faces",FALSE,FALSE
336,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",53,15,"Both white and black faces",FALSE,FALSE
336,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",53,15,"Both white and black faces",FALSE,FALSE
336,4,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",53,15,"Both white and black faces",FALSE,FALSE
336,5,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",53,15,"Both white and black faces",FALSE,FALSE
336,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",53,15,"Both white and black faces",FALSE,FALSE
349,1,4,"Flowers-Insects IAT","congruent","ratings first","female",47,15,"Only black faces",FALSE,FALSE
349,2,4,"Flowers-Insects IAT","congruent","ratings first","female",47,15,"Only black faces",FALSE,FALSE
349,3,4,"Flowers-Insects IAT","congruent","ratings first","female",47,15,"Only black faces",FALSE,FALSE
349,4,4,"Flowers-Insects IAT","congruent","ratings first","female",47,15,"Only black faces",FALSE,FALSE
349,5,4,"Flowers-Insects IAT","congruent","ratings first","female",47,15,"Only black faces",FALSE,FALSE
349,6,4,"Flowers-Insects IAT","congruent","ratings first","female",47,15,"Only black faces",FALSE,FALSE
385,1,6,"Race IAT","congruent","ratings first","male",22,22,"Only black faces",TRUE,TRUE
385,2,6,"Race IAT","congruent","ratings first","male",22,22,"Only black faces",TRUE,TRUE
385,3,6,"Race IAT","congruent","ratings first","male",22,22,"Only black faces",TRUE,TRUE
385,4,6,"Race IAT","congruent","ratings first","male",22,22,"Only black faces",TRUE,TRUE
385,5,6,"Race IAT","congruent","ratings first","male",22,22,"Only black faces",TRUE,TRUE
385,6,6,"Race IAT","congruent","ratings first","male",22,22,"Only black faces",TRUE,TRUE
344,1,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",27,14,"Only black faces",FALSE,FALSE
344,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",27,14,"Only black faces",FALSE,FALSE
344,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",27,14,"Only black faces",FALSE,FALSE
344,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",27,14,"Only black faces",FALSE,FALSE
344,5,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",27,14,"Only black faces",FALSE,FALSE
344,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",27,14,"Only black faces",FALSE,FALSE
332,1,5,"Race IAT","incongruent","SCIAT first","male",51,18,"Both white and black faces",FALSE,FALSE
332,2,5,"Race IAT","incongruent","SCIAT first","male",51,18,"Both white and black faces",FALSE,FALSE
332,3,5,"Race IAT","incongruent","SCIAT first","male",51,18,"Both white and black faces",FALSE,FALSE
332,4,5,"Race IAT","incongruent","SCIAT first","male",51,18,"Both white and black faces",FALSE,FALSE
332,5,4,"Race IAT","incongruent","SCIAT first","male",51,18,"Both white and black faces",FALSE,FALSE
332,6,4,"Race IAT","incongruent","SCIAT first","male",51,18,"Both white and black faces",FALSE,FALSE
315,1,4,"Race IAT","congruent","SCIAT first","male",26,20,"Only black faces",FALSE,FALSE
315,2,4,"Race IAT","congruent","SCIAT first","male",26,20,"Only black faces",FALSE,FALSE
315,3,3,"Race IAT","congruent","SCIAT first","male",26,20,"Only black faces",FALSE,FALSE
315,4,4,"Race IAT","congruent","SCIAT first","male",26,20,"Only black faces",FALSE,FALSE
315,5,5,"Race IAT","congruent","SCIAT first","male",26,20,"Only black faces",FALSE,FALSE
315,6,5,"Race IAT","congruent","SCIAT first","male",26,20,"Only black faces",FALSE,FALSE
369,1,2,"Race IAT","congruent","ratings first","male",42,26,"Only black faces",FALSE,FALSE
369,2,1,"Race IAT","congruent","ratings first","male",42,26,"Only black faces",FALSE,FALSE
369,3,2,"Race IAT","congruent","ratings first","male",42,26,"Only black faces",FALSE,FALSE
369,4,2,"Race IAT","congruent","ratings first","male",42,26,"Only black faces",FALSE,FALSE
369,5,3,"Race IAT","congruent","ratings first","male",42,26,"Only black faces",FALSE,FALSE
369,6,4,"Race IAT","congruent","ratings first","male",42,26,"Only black faces",FALSE,FALSE
356,1,7,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
356,2,7,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
356,3,7,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
356,4,7,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
356,5,6,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
356,6,7,"Race IAT","incongruent","SCIAT first","female",34,15,"Only black faces",FALSE,FALSE
348,1,5,"Race IAT","incongruent","SCIAT first","male",33,14,"Only black faces",FALSE,FALSE
348,2,6,"Race IAT","incongruent","SCIAT first","male",33,14,"Only black faces",FALSE,FALSE
348,3,6,"Race IAT","incongruent","SCIAT first","male",33,14,"Only black faces",FALSE,FALSE
348,4,6,"Race IAT","incongruent","SCIAT first","male",33,14,"Only black faces",FALSE,FALSE
348,5,6,"Race IAT","incongruent","SCIAT first","male",33,14,"Only black faces",FALSE,FALSE
348,6,5,"Race IAT","incongruent","SCIAT first","male",33,14,"Only black faces",FALSE,FALSE
340,1,4,"Race IAT","incongruent","SCIAT first","male",28,15,"Only black faces",FALSE,FALSE
340,2,4,"Race IAT","incongruent","SCIAT first","male",28,15,"Only black faces",FALSE,FALSE
340,3,3,"Race IAT","incongruent","SCIAT first","male",28,15,"Only black faces",FALSE,FALSE
340,4,4,"Race IAT","incongruent","SCIAT first","male",28,15,"Only black faces",FALSE,FALSE
340,5,5,"Race IAT","incongruent","SCIAT first","male",28,15,"Only black faces",FALSE,FALSE
340,6,4,"Race IAT","incongruent","SCIAT first","male",28,15,"Only black faces",FALSE,FALSE
324,1,4,"Race IAT","incongruent","SCIAT first","male",47,16,"Only black faces",FALSE,FALSE
324,2,4,"Race IAT","incongruent","SCIAT first","male",47,16,"Only black faces",FALSE,FALSE
324,3,4,"Race IAT","incongruent","SCIAT first","male",47,16,"Only black faces",FALSE,FALSE
324,4,4,"Race IAT","incongruent","SCIAT first","male",47,16,"Only black faces",FALSE,FALSE
324,5,4,"Race IAT","incongruent","SCIAT first","male",47,16,"Only black faces",FALSE,FALSE
324,6,4,"Race IAT","incongruent","SCIAT first","male",47,16,"Only black faces",FALSE,FALSE
362,1,4,"Race IAT","incongruent","ratings first","female",33,22,"Both white and black faces",FALSE,FALSE
362,2,4,"Race IAT","incongruent","ratings first","female",33,22,"Both white and black faces",FALSE,FALSE
362,3,4,"Race IAT","incongruent","ratings first","female",33,22,"Both white and black faces",FALSE,FALSE
362,4,4,"Race IAT","incongruent","ratings first","female",33,22,"Both white and black faces",FALSE,FALSE
362,5,4,"Race IAT","incongruent","ratings first","female",33,22,"Both white and black faces",FALSE,FALSE
362,6,4,"Race IAT","incongruent","ratings first","female",33,22,"Both white and black faces",FALSE,FALSE
335,1,3,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,"Only black faces",FALSE,FALSE
335,2,3,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,"Only black faces",FALSE,FALSE
335,3,5,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,"Only black faces",FALSE,FALSE
335,4,3,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,"Only black faces",FALSE,FALSE
335,5,5,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,"Only black faces",FALSE,FALSE
335,6,2,"Flowers-Insects IAT","congruent","SCIAT first","female",33,18,"Only black faces",FALSE,FALSE
350,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",60,19,"Only black faces",FALSE,FALSE
350,2,5,"Flowers-Insects IAT","incongruent","ratings first","male",60,19,"Only black faces",FALSE,FALSE
350,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",60,19,"Only black faces",FALSE,FALSE
350,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",60,19,"Only black faces",FALSE,FALSE
350,5,5,"Flowers-Insects IAT","incongruent","ratings first","male",60,19,"Only black faces",FALSE,FALSE
350,6,5,"Flowers-Insects IAT","incongruent","ratings first","male",60,19,"Only black faces",FALSE,FALSE
312,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,14,"Only black faces",FALSE,FALSE
312,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,14,"Only black faces",FALSE,FALSE
312,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,14,"Only black faces",FALSE,FALSE
312,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,14,"Only black faces",FALSE,FALSE
312,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,14,"Only black faces",FALSE,FALSE
312,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",29,14,"Only black faces",FALSE,FALSE
345,1,4,"Race IAT","congruent","ratings first","genderfluid",27,17,"Only black faces",FALSE,FALSE
345,2,4,"Race IAT","congruent","ratings first","genderfluid",27,17,"Only black faces",FALSE,FALSE
345,3,4,"Race IAT","congruent","ratings first","genderfluid",27,17,"Only black faces",FALSE,FALSE
345,4,4,"Race IAT","congruent","ratings first","genderfluid",27,17,"Only black faces",FALSE,FALSE
345,5,4,"Race IAT","congruent","ratings first","genderfluid",27,17,"Only black faces",FALSE,FALSE
345,6,4,"Race IAT","congruent","ratings first","genderfluid",27,17,"Only black faces",FALSE,FALSE
342,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",29,16,"Only black faces",FALSE,FALSE
342,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",29,16,"Only black faces",FALSE,FALSE
342,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",29,16,"Only black faces",FALSE,FALSE
342,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",29,16,"Only black faces",FALSE,FALSE
342,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",29,16,"Only black faces",FALSE,FALSE
342,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",29,16,"Only black faces",FALSE,FALSE
291,1,4,"Race IAT","congruent","SCIAT first","female",37,13,"Only black faces",FALSE,FALSE
291,2,4,"Race IAT","congruent","SCIAT first","female",37,13,"Only black faces",FALSE,FALSE
291,3,4,"Race IAT","congruent","SCIAT first","female",37,13,"Only black faces",FALSE,FALSE
291,4,4,"Race IAT","congruent","SCIAT first","female",37,13,"Only black faces",FALSE,FALSE
291,5,4,"Race IAT","congruent","SCIAT first","female",37,13,"Only black faces",FALSE,FALSE
291,6,4,"Race IAT","congruent","SCIAT first","female",37,13,"Only black faces",FALSE,FALSE
330,1,5,"Race IAT","incongruent","ratings first","female",55,17,"Only black faces",FALSE,FALSE
330,2,5,"Race IAT","incongruent","ratings first","female",55,17,"Only black faces",FALSE,FALSE
330,3,5,"Race IAT","incongruent","ratings first","female",55,17,"Only black faces",FALSE,FALSE
330,4,4,"Race IAT","incongruent","ratings first","female",55,17,"Only black faces",FALSE,FALSE
330,5,5,"Race IAT","incongruent","ratings first","female",55,17,"Only black faces",FALSE,FALSE
330,6,4,"Race IAT","incongruent","ratings first","female",55,17,"Only black faces",FALSE,FALSE
308,1,5,"Race IAT","incongruent","SCIAT first","male",22,19,"Only black faces",FALSE,FALSE
308,2,6,"Race IAT","incongruent","SCIAT first","male",22,19,"Only black faces",FALSE,FALSE
308,3,3,"Race IAT","incongruent","SCIAT first","male",22,19,"Only black faces",FALSE,FALSE
308,4,5,"Race IAT","incongruent","SCIAT first","male",22,19,"Only black faces",FALSE,FALSE
308,5,3,"Race IAT","incongruent","SCIAT first","male",22,19,"Only black faces",FALSE,FALSE
308,6,6,"Race IAT","incongruent","SCIAT first","male",22,19,"Only black faces",FALSE,FALSE
316,1,5,"Race IAT","incongruent","SCIAT first","female",24,12,"Only black faces",FALSE,FALSE
316,2,4,"Race IAT","incongruent","SCIAT first","female",24,12,"Only black faces",FALSE,FALSE
316,3,4,"Race IAT","incongruent","SCIAT first","female",24,12,"Only black faces",FALSE,FALSE
316,4,4,"Race IAT","incongruent","SCIAT first","female",24,12,"Only black faces",FALSE,FALSE
316,5,6,"Race IAT","incongruent","SCIAT first","female",24,12,"Only black faces",FALSE,FALSE
316,6,5,"Race IAT","incongruent","SCIAT first","female",24,12,"Only black faces",FALSE,FALSE
298,1,4,"Race IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
298,2,4,"Race IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
298,3,4,"Race IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
298,4,4,"Race IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
298,5,4,"Race IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
298,6,4,"Race IAT","incongruent","ratings first","female",28,18,"Only black faces",FALSE,FALSE
305,1,5,"Race IAT","congruent","ratings first","male",18,19,"Only black faces",FALSE,FALSE
305,2,5,"Race IAT","congruent","ratings first","male",18,19,"Only black faces",FALSE,FALSE
305,3,5,"Race IAT","congruent","ratings first","male",18,19,"Only black faces",FALSE,FALSE
305,4,4,"Race IAT","congruent","ratings first","male",18,19,"Only black faces",FALSE,FALSE
305,5,3,"Race IAT","congruent","ratings first","male",18,19,"Only black faces",FALSE,FALSE
305,6,4,"Race IAT","congruent","ratings first","male",18,19,"Only black faces",FALSE,FALSE
275,1,4,"Race IAT","congruent","SCIAT first","female",34,18,"Only black faces",FALSE,FALSE
275,2,5,"Race IAT","congruent","SCIAT first","female",34,18,"Only black faces",FALSE,FALSE
275,3,3,"Race IAT","congruent","SCIAT first","female",34,18,"Only black faces",FALSE,FALSE
275,4,5,"Race IAT","congruent","SCIAT first","female",34,18,"Only black faces",FALSE,FALSE
275,5,5,"Race IAT","congruent","SCIAT first","female",34,18,"Only black faces",FALSE,FALSE
275,6,5,"Race IAT","congruent","SCIAT first","female",34,18,"Only black faces",FALSE,FALSE
333,1,4,"Flowers-Insects IAT","congruent","ratings first","male",51,14,"Only black faces",FALSE,FALSE
333,2,4,"Flowers-Insects IAT","congruent","ratings first","male",51,14,"Only black faces",FALSE,FALSE
333,3,3,"Flowers-Insects IAT","congruent","ratings first","male",51,14,"Only black faces",FALSE,FALSE
333,4,3,"Flowers-Insects IAT","congruent","ratings first","male",51,14,"Only black faces",FALSE,FALSE
333,5,5,"Flowers-Insects IAT","congruent","ratings first","male",51,14,"Only black faces",FALSE,FALSE
333,6,4,"Flowers-Insects IAT","congruent","ratings first","male",51,14,"Only black faces",FALSE,FALSE
293,1,3,"Flowers-Insects IAT","congruent","ratings first","male",21,13,"Only black faces",FALSE,FALSE
293,2,5,"Flowers-Insects IAT","congruent","ratings first","male",21,13,"Only black faces",FALSE,FALSE
293,3,3,"Flowers-Insects IAT","congruent","ratings first","male",21,13,"Only black faces",FALSE,FALSE
293,4,2,"Flowers-Insects IAT","congruent","ratings first","male",21,13,"Only black faces",FALSE,FALSE
293,5,4,"Flowers-Insects IAT","congruent","ratings first","male",21,13,"Only black faces",FALSE,FALSE
293,6,4,"Flowers-Insects IAT","congruent","ratings first","male",21,13,"Only black faces",FALSE,FALSE
338,1,2,"Race IAT","incongruent","ratings first","male",32,17,"Only black faces",FALSE,FALSE
338,2,2,"Race IAT","incongruent","ratings first","male",32,17,"Only black faces",FALSE,FALSE
338,3,2,"Race IAT","incongruent","ratings first","male",32,17,"Only black faces",FALSE,FALSE
338,4,2,"Race IAT","incongruent","ratings first","male",32,17,"Only black faces",FALSE,FALSE
338,5,2,"Race IAT","incongruent","ratings first","male",32,17,"Only black faces",FALSE,FALSE
338,6,2,"Race IAT","incongruent","ratings first","male",32,17,"Only black faces",FALSE,FALSE
289,1,6,"Race IAT","congruent","ratings first","female",40,14,"Only black faces",FALSE,FALSE
289,2,5,"Race IAT","congruent","ratings first","female",40,14,"Only black faces",FALSE,FALSE
289,3,4,"Race IAT","congruent","ratings first","female",40,14,"Only black faces",FALSE,FALSE
289,4,6,"Race IAT","congruent","ratings first","female",40,14,"Only black faces",FALSE,FALSE
289,5,6,"Race IAT","congruent","ratings first","female",40,14,"Only black faces",FALSE,FALSE
289,6,6,"Race IAT","congruent","ratings first","female",40,14,"Only black faces",FALSE,FALSE
268,1,6,"Race IAT","incongruent","SCIAT first","male",26,15,"Only black faces",FALSE,FALSE
268,2,4,"Race IAT","incongruent","SCIAT first","male",26,15,"Only black faces",FALSE,FALSE
268,3,6,"Race IAT","incongruent","SCIAT first","male",26,15,"Only black faces",FALSE,FALSE
268,4,5,"Race IAT","incongruent","SCIAT first","male",26,15,"Only black faces",FALSE,FALSE
268,5,5,"Race IAT","incongruent","SCIAT first","male",26,15,"Only black faces",FALSE,FALSE
268,6,5,"Race IAT","incongruent","SCIAT first","male",26,15,"Only black faces",FALSE,FALSE
294,1,5,"Flowers-Insects IAT","incongruent","ratings first","female",51,17,"Only black faces",FALSE,FALSE
294,2,6,"Flowers-Insects IAT","incongruent","ratings first","female",51,17,"Only black faces",FALSE,FALSE
294,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",51,17,"Only black faces",FALSE,FALSE
294,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",51,17,"Only black faces",FALSE,FALSE
294,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",51,17,"Only black faces",FALSE,FALSE
294,6,6,"Flowers-Insects IAT","incongruent","ratings first","female",51,17,"Only black faces",FALSE,FALSE
292,1,4,"Race IAT","incongruent","SCIAT first","female",23,15,"I don't know",FALSE,FALSE
292,2,5,"Race IAT","incongruent","SCIAT first","female",23,15,"I don't know",FALSE,FALSE
292,3,3,"Race IAT","incongruent","SCIAT first","female",23,15,"I don't know",FALSE,FALSE
292,4,4,"Race IAT","incongruent","SCIAT first","female",23,15,"I don't know",FALSE,FALSE
292,5,4,"Race IAT","incongruent","SCIAT first","female",23,15,"I don't know",FALSE,FALSE
292,6,4,"Race IAT","incongruent","SCIAT first","female",23,15,"I don't know",FALSE,FALSE
286,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",55,24,"Only black faces",FALSE,FALSE
286,2,5,"Flowers-Insects IAT","incongruent","ratings first","female",55,24,"Only black faces",FALSE,FALSE
286,3,5,"Flowers-Insects IAT","incongruent","ratings first","female",55,24,"Only black faces",FALSE,FALSE
286,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",55,24,"Only black faces",FALSE,FALSE
286,5,5,"Flowers-Insects IAT","incongruent","ratings first","female",55,24,"Only black faces",FALSE,FALSE
286,6,5,"Flowers-Insects IAT","incongruent","ratings first","female",55,24,"Only black faces",FALSE,FALSE
306,1,4,"Race IAT","incongruent","ratings first","female",21,15,"Only black faces",FALSE,FALSE
306,2,3,"Race IAT","incongruent","ratings first","female",21,15,"Only black faces",FALSE,FALSE
306,3,4,"Race IAT","incongruent","ratings first","female",21,15,"Only black faces",FALSE,FALSE
306,4,2,"Race IAT","incongruent","ratings first","female",21,15,"Only black faces",FALSE,FALSE
306,5,4,"Race IAT","incongruent","ratings first","female",21,15,"Only black faces",FALSE,FALSE
306,6,3,"Race IAT","incongruent","ratings first","female",21,15,"Only black faces",FALSE,FALSE
259,1,6,"Race IAT","congruent","SCIAT first","female",31,17,"Only black faces",FALSE,FALSE
259,2,6,"Race IAT","congruent","SCIAT first","female",31,17,"Only black faces",FALSE,FALSE
259,3,6,"Race IAT","congruent","SCIAT first","female",31,17,"Only black faces",FALSE,FALSE
259,4,6,"Race IAT","congruent","SCIAT first","female",31,17,"Only black faces",FALSE,FALSE
259,5,6,"Race IAT","congruent","SCIAT first","female",31,17,"Only black faces",FALSE,FALSE
259,6,5,"Race IAT","congruent","SCIAT first","female",31,17,"Only black faces",FALSE,FALSE
263,1,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,12,"I don't know",FALSE,FALSE
263,2,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,12,"I don't know",FALSE,FALSE
263,3,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,12,"I don't know",FALSE,FALSE
263,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",48,12,"I don't know",FALSE,FALSE
263,5,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,12,"I don't know",FALSE,FALSE
263,6,5,"Flowers-Insects IAT","congruent","SCIAT first","female",48,12,"I don't know",FALSE,FALSE
290,1,5,"Race IAT","incongruent","ratings first","female",51,17,"I don't know",FALSE,FALSE
290,2,5,"Race IAT","incongruent","ratings first","female",51,17,"I don't know",FALSE,FALSE
290,3,4,"Race IAT","incongruent","ratings first","female",51,17,"I don't know",FALSE,FALSE
290,4,5,"Race IAT","incongruent","ratings first","female",51,17,"I don't know",FALSE,FALSE
290,5,5,"Race IAT","incongruent","ratings first","female",51,17,"I don't know",FALSE,FALSE
290,6,5,"Race IAT","incongruent","ratings first","female",51,17,"I don't know",FALSE,FALSE
272,1,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,15,"Only black faces",FALSE,FALSE
272,2,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,15,"Only black faces",FALSE,FALSE
272,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,15,"Only black faces",FALSE,FALSE
272,4,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,15,"Only black faces",FALSE,FALSE
272,5,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,15,"Only black faces",FALSE,FALSE
272,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,15,"Only black faces",FALSE,FALSE
278,1,5,"Flowers-Insects IAT","incongruent","ratings first","male",52,15,"Only black faces",FALSE,FALSE
278,2,5,"Flowers-Insects IAT","incongruent","ratings first","male",52,15,"Only black faces",FALSE,FALSE
278,3,5,"Flowers-Insects IAT","incongruent","ratings first","male",52,15,"Only black faces",FALSE,FALSE
278,4,5,"Flowers-Insects IAT","incongruent","ratings first","male",52,15,"Only black faces",FALSE,FALSE
278,5,5,"Flowers-Insects IAT","incongruent","ratings first","male",52,15,"Only black faces",FALSE,FALSE
278,6,5,"Flowers-Insects IAT","incongruent","ratings first","male",52,15,"Only black faces",FALSE,FALSE
248,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,19,"I don't know",FALSE,FALSE
248,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,19,"I don't know",FALSE,FALSE
248,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,19,"I don't know",FALSE,FALSE
248,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",44,19,"I don't know",FALSE,FALSE
