"participant","accuracy","rt","item","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","AMP_exclude_based_on_fast_trials_old","exclude"
481,1,667,"primeRace","Race IAT","congruent","ratings first","male",22,22,"Both white and black faces",FALSE,FALSE,FALSE
481,1,431,"primeRace","Race IAT","congruent","ratings first","male",22,22,"Both white and black faces",FALSE,FALSE,FALSE
481,1,476,"primeNeutral","Race IAT","congruent","ratings first","male",22,22,"Both white and black faces",FALSE,FALSE,FALSE
481,1,541,"primeRace","Race IAT","congruent","ratings first","male",22,22,"Both white and black faces",FALSE,FALSE,FALSE
481,0,643,"primeNeutral","Race IAT","congruent","ratings first","male",22,22,"Both white and black faces",FALSE,FALSE,FALSE
480,1,722,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1131,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,937,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,670,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,707,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,658,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,745,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,770,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,798,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,629,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,773,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,764,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,661,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,847,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,645,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,766,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,760,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,819,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,560,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,919,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,553,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,588,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,835,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,832,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,676,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,788,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,695,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,939,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,678,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,725,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,777,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,829,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,739,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,699,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,706,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,574,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,481,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1395,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,1313,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,694,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,524,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,789,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1028,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1034,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1708,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,729,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,1146,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,443,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,954,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,799,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,920,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,714,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,1016,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1038,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1042,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,954,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,633,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,661,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,960,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,1181,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,881,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,929,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,897,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,674,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,778,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,694,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,809,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,846,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,824,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,1051,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,753,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,699,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,724,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,528,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,659,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,703,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,831,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,870,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,687,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,746,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,703,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,600,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,791,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,751,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,854,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,685,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,752,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,601,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,720,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,880,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,547,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,870,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,863,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,419,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,298,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,442,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,284,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,582,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,0,462,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
480,1,457,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,"Only black faces",FALSE,FALSE,FALSE
478,0,1489,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,961,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,995,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,815,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,1368,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,1026,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,832,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,783,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,1255,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,792,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,626,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,877,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,836,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,691,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,1033,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,951,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,856,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,633,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,843,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,789,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,0,599,"primeRace","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,792,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
478,1,968,"primeNeutral","Flowers-Insects IAT","incongruent","ratings first","male",52,18,"Only black faces",FALSE,FALSE,FALSE
