"participant","accuracy","rt","item","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","amp_recognition_response","IAT_exclude_based_on_fast_trials","AMP_exclude_based_on_fast_trials_old","exclude"
475,1,359,"primeNeutral","Race IAT","congruent","SCIAT first","male",31,23,"Both white and black faces",FALSE,TRUE,FALSE
475,1,233,"primeNeutral","Race IAT","congruent","SCIAT first","male",31,23,"Both white and black faces",FALSE,TRUE,FALSE
475,1,223,"primeRace","Race IAT","congruent","SCIAT first","male",31,23,"Both white and black faces",FALSE,TRUE,FALSE
475,1,221,"primeRace","Race IAT","congruent","SCIAT first","male",31,23,"Both white and black faces",FALSE,TRUE,FALSE
459,1,5085,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,913,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1279,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,547,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1629,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,399,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,1013,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,374,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,520,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,369,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,823,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,321,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,345,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,462,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,276,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,695,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,351,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,358,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,54,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,323,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,284,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,165,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,313,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,253,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,272,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,378,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,369,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,363,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,317,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,757,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,621,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,505,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,547,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,316,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,437,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,348,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1222,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,160,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,355,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,0,350,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,271,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,576,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,270,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,98,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,899,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,73,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,583,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,260,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,422,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,190,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,372,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,505,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,484,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,470,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,415,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,426,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,707,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,473,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,356,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,292,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,530,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,2109,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,316,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,238,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,185,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,330,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,472,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,148,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,376,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,392,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,400,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,602,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1934,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,307,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,2014,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,258,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,45,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,3,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,15,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,195,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1658,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1224,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,347,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,629,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,243,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1201,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,299,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,230,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,228,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,213,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,252,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,448,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,300,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,371,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,391,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,171,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,367,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,1355,"primeRace","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
459,1,5558,"primeNeutral","Race IAT","congruent","SCIAT first","female",27,22,"Only black faces",FALSE,TRUE,FALSE
468,1,1071,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,522,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,538,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,642,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,1038,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,962,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,953,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,1024,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,917,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,1270,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,1288,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,778,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,1121,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,625,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,662,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,553,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,744,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,944,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,720,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,577,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,479,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,586,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,824,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,581,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,795,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,505,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,402,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,648,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,508,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,589,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,619,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,679,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,602,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,679,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,626,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,662,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,506,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,515,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,628,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,601,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,590,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,620,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,625,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,765,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,645,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,472,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,539,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,507,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,404,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,466,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,413,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,402,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,407,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,541,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,485,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,527,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,391,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,373,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,260,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,271,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,474,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,564,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,427,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,488,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,442,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,502,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,343,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,343,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,399,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,661,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,448,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,452,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,488,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,449,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,549,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,605,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,906,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,563,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,787,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,632,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,452,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,464,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,403,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,552,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,495,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,521,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,874,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,917,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,533,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,541,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,405,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,610,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,424,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,556,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,403,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,513,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,394,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,1376,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,0,599,"primeRace","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
468,1,524,"primeNeutral","Race IAT","incongruent","SCIAT first","male",22,19,"I don't know",FALSE,FALSE,FALSE
464,1,1503,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,993,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,901,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,789,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,389,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,408,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,0,911,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,627,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,466,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,608,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,471,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,500,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,623,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,773,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,508,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,462,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,462,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,479,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,472,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,464,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,629,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,599,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,610,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,978,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,478,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,0,476,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,414,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,1098,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,994,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,895,"primeRace","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
464,1,596,"primeNeutral","Flowers-Insects IAT","incongruent","SCIAT first","male",32,13,"I don't know",FALSE,FALSE,FALSE
